frame,timestamp,confidence,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,EAR,Pupil_Scale (Left),Pupil_Scale (Right)
1,0.0,0.98,-0.036,0.407,0.24,0.009,-0.017,0.18628930917166525,21.16057655169173,22.703523955544696
2,0.04,0.98,-0.014,0.511,0.215,0.009,-0.012,0.1710084725571891,17.70706073858656,19.906280415989187
3,0.08,0.93,-0.034,0.545,0.243,0.019,-0.014,0.1506058682315501,17.30028901492707,21.100947846009102
4,0.12,0.93,-0.01,0.528,0.211,0.033,-0.009,0.1074933694042388,21.600231480241042,24.21672975444872
5,0.16,0.93,-0.042,0.515,0.198,0.03,-0.006,0.1073038925454824,20.1419959289045,22.60199106273595
6,0.2,0.93,-0.033,0.423,0.183,0.032,-0.003,0.15145661895355933,19.059118552545918,20.81537893001225
7,0.24,0.98,-0.044,0.442,0.215,0.019,-0.003,0.17398659804129507,18.700267377767442,19.01289036417136
8,0.28,0.98,-0.057,0.414,0.208,0.018,0.006,0.1635669360047935,17.001176429882726,19.10942175995905
9,0.32,0.98,-0.06,0.403,0.222,0.014,0.007,0.17346628972464523,17.41838109584249,19.202343606966355
10,0.36,0.98,-0.055,0.408,0.224,0.012,0.012,0.17475641751506082,18.309833423600736,19.106543381784295
11,0.4,0.98,-0.041,0.409,0.224,0.011,0.014,0.17518164285787502,19.5,19.70228413154175
12,0.44,0.98,-0.049,0.403,0.221,0.013,0.015,0.1795179332552545,19.70025380547169,20.506096654409877
13,0.48,0.98,-0.05,0.399,0.222,0.014,0.01,0.18370255579549066,19.500256408570632,20.503902067655318
14,0.52,0.98,-0.037,0.397,0.206,0.011,0.006,0.17761589746955125,19.200000000000045,20.70096616102741
15,0.56,0.98,-0.035,0.384,0.203,0.012,0.001,0.17981772024806253,19.40412327316013,21.30211257129203
16,0.6,0.98,-0.038,0.378,0.198,0.013,-0.001,0.17901557474969082,20.208908926510652,21.50209292138791
17,0.64,0.98,-0.04,0.37,0.189,0.009,0.002,0.180545914267921,20.503902067655318,21.70023041352308
18,0.68,0.98,-0.034,0.378,0.205,0.009,0.004,0.18025343168412195,20.90598000573051,21.30211257129226
19,0.72,0.98,-0.037,0.38,0.212,0.007,0.004,0.1862696369724429,21.115160430363908,21.00380917833715
20,0.76,0.98,-0.03,0.375,0.203,0.007,0.008,0.19051550374102508,21.008569680013913,20.903827400741804
21,0.8,0.98,-0.036,0.377,0.205,0.011,0.008,0.19135865812865693,21.108529081866546,20.90861066642171
22,0.84,0.98,-0.033,0.367,0.193,0.014,0.006,0.1916755143943063,21.008569680013917,20.806008747475033
23,0.88,0.98,-0.035,0.36,0.185,0.019,0.009,0.18941883194560494,21.403737991294975,21.60370338622515
24,0.92,0.98,-0.036,0.362,0.186,0.02,0.007,0.18856798260197966,21.2058954067024,22.21103329428849
25,0.96,0.98,-0.036,0.351,0.183,0.017,0.007,0.18995796283013372,21.30586773637718,22.510886255321
26,1.0,0.98,-0.033,0.349,0.186,0.016,0.002,0.18965828685053832,21.208488866489333,22.105655384991326
27,1.04,0.98,-0.036,0.347,0.188,0.016,-0.002,0.1890736333961979,20.919369015340646,22.5055548698538
28,1.08,0.98,-0.04,0.341,0.184,0.019,-0.005,0.1899406115982385,21.019276866724034,22.50799857828323
29,1.12,0.98,-0.035,0.343,0.179,0.015,-0.005,0.18723040063334984,21.611339616044074,22.610838109190162
30,1.16,0.98,-0.04,0.338,0.18,0.013,-0.007,0.1926156780875029,21.03425777154973,22.705505940189745
31,1.2,0.98,-0.035,0.343,0.185,0.005,-0.009,0.19099080212472402,20.940391591372013,22.50799857828323
32,1.24,0.98,-0.03,0.348,0.182,0.0,-0.009,0.1863840338726336,21.328384842739453,21.80825531765432
33,1.28,0.98,-0.023,0.348,0.177,0.0,-0.009,0.18228768181005553,21.45250568115538,21.903652663425888
34,1.32,0.98,-0.023,0.339,0.173,0.001,-0.01,0.1868889891100706,21.028789789238942,22.40089283934915
35,1.36,0.98,-0.016,0.338,0.169,0.004,-0.011,0.1879973481509802,21.228518554058404,22.300224214119417
36,1.4,0.98,-0.031,0.345,0.174,0.007,-0.007,0.19037518999094627,21.219095173922987,22.40089283934915
37,1.44,0.98,-0.03,0.342,0.174,0.011,-0.004,0.19074834552719117,21.11160818128255,22.408034273447413
38,1.48,0.98,-0.028,0.343,0.177,0.008,0.001,0.19115642653801646,20.619650821485706,22.31098384204511
39,1.52,0.98,-0.028,0.336,0.177,0.01,0.004,0.18888299057066255,20.419843290290054,22.408034273447413
40,1.56,0.98,-0.027,0.347,0.186,0.005,0.005,0.19430416377370288,20.424495097798715,22.20360331117456
41,1.6,0.98,-0.031,0.349,0.191,0.004,0.003,0.19389021605997453,20.834586628968626,22.202026934494114
42,1.64,0.98,-0.026,0.342,0.183,0.005,-0.0,0.1922852507216143,21.128653530218063,22.805481797147113
43,1.68,0.98,-0.031,0.347,0.194,0.009,-0.003,0.19572872853278628,20.829066229670453,22.40200883849491
44,1.72,0.98,-0.037,0.349,0.196,0.016,-0.001,0.19591611422165978,20.324615617521484,22.414281161794904
45,1.76,0.98,-0.043,0.348,0.192,0.018,0.005,0.19512128349745106,20.702173798903157,22.31098384204511
46,1.8,0.98,-0.045,0.354,0.187,0.013,0.009,0.1970992190867239,20.71545316907168,22.610838109189935
47,1.84,0.98,-0.046,0.344,0.179,0.011,0.009,0.1960719610099458,20.806008747474806,22.817756243767885
48,1.88,0.98,-0.048,0.344,0.18,0.015,0.013,0.1913198304439393,21.30211257129203,22.410934831015062
49,1.92,0.98,-0.048,0.351,0.185,0.013,0.017,0.1939623464313337,21.60370338622538,22.003636063160105
50,1.96,0.98,-0.047,0.351,0.191,0.017,0.021,0.19889781299763323,21.30844902849567,21.51139233057684
51,2.0,0.98,-0.049,0.356,0.189,0.02,0.018,0.1948751617250078,21.30023474049049,22.31434516180114
52,2.04,0.98,-0.048,0.36,0.186,0.024,0.015,0.1886767149284994,21.200943375236687,22.211033294288722
53,2.08,0.98,-0.057,0.355,0.18,0.024,0.014,0.18749228600044804,21.10094784600933,22.014540649307218
54,2.12,0.98,-0.059,0.365,0.193,0.026,0.013,0.1920981338269162,20.90598000573028,21.811235636707927
55,2.16,0.98,-0.063,0.374,0.196,0.032,0.014,0.19556169765116782,21.100236965493924,21.708293346092457
56,2.2,0.98,-0.068,0.382,0.2,0.034,0.016,0.19428175535113515,20.800240383226527,22.218235753542444
57,2.24,0.98,-0.068,0.378,0.191,0.035,0.019,0.19301273667251106,21.400233643584453,22.11447489767722
58,2.28,0.98,-0.071,0.357,0.174,0.033,0.023,0.19338521609975556,21.000238093888363,22.41807306616704
59,2.32,0.98,-0.07,0.359,0.172,0.037,0.018,0.18635954201279056,21.20023584774453,22.418073066166812
60,2.36,0.98,-0.066,0.353,0.175,0.035,0.015,0.194334884287321,20.700000000000045,22.510886255321005
61,2.4,0.98,-0.068,0.357,0.172,0.034,0.015,0.19627175790059084,21.200000000000045,22.510886255321005
62,2.44,0.98,-0.067,0.376,0.171,0.027,0.019,0.2083184630821408,20.600242717016847,21.71128738697897
63,2.48,0.98,-0.071,0.374,0.167,0.024,0.026,0.2097401002146026,20.20222759994555,21.40840956259955
64,2.52,0.98,-0.071,0.383,0.164,0.016,0.034,0.2078817195959402,20.5,21.508370463612533
65,2.56,0.98,-0.068,0.388,0.169,0.013,0.037,0.20988037186149788,20.403921191771047,20.908610666421485
66,2.6,0.98,-0.053,0.379,0.171,0.007,0.038,0.2128909758217679,20.506096654409877,20.811775512915712
67,2.64,0.98,-0.042,0.379,0.17,0.001,0.037,0.20705404070097078,20.806008747474806,20.811775512915716
68,2.68,0.98,-0.02,0.368,0.171,-0.006,0.031,0.193721032803031,21.005951537600005,22.002045359466013
69,2.72,0.98,-0.009,0.38,0.171,-0.019,0.025,0.19485641311079993,21.200943375236914,22.000227271553356
70,2.76,0.98,0.002,0.384,0.168,-0.023,0.013,0.18756541691713907,21.0,21.30093894644102
71,2.8,0.98,-0.007,0.376,0.174,-0.029,0.004,0.19147107667594299,20.903827400741577,21.905707018948146
72,2.84,0.98,0.006,0.366,0.173,-0.026,-0.01,0.19619041416118643,21.111608181282776,22.60553029681025
73,2.88,0.98,0.008,0.361,0.174,-0.018,-0.022,0.19715893581712746,20.928927349484354,22.605530296810137
74,2.92,0.98,0.002,0.36,0.176,-0.008,-0.032,0.20184082224122335,20.84058540444577,22.707928130941447
75,2.96,0.98,-0.008,0.374,0.177,0.001,-0.037,0.19947136387527242,20.84058540444577,22.514217730136664
76,3.0,0.98,-0.011,0.393,0.176,0.009,-0.04,0.19182998160327625,20.31575743111731,20.806008747475033
77,3.04,0.98,-0.015,0.374,0.178,0.009,-0.037,0.19206052637820875,20.524375751773793,20.506096654409877
78,3.08,0.98,-0.019,0.378,0.178,0.011,-0.031,0.18985057939624667,20.90598000573051,20.40220576310303
79,3.12,0.98,-0.023,0.377,0.18,0.012,-0.022,0.19023399168780214,20.702173798903384,20.400245096566945
80,3.16,0.98,-0.022,0.376,0.177,0.013,-0.015,0.1916031326250453,20.702173798903384,20.500243900988107
81,3.2,0.98,-0.054,0.356,0.172,0.011,-0.006,0.18216995904316086,18.704277585622005,20.900239233080654
82,3.24,0.98,-0.041,0.482,0.163,0.001,0.006,0.1520836441457304,16.044936896105266,19.500256408570632
83,3.28,0.98,-0.04,0.457,0.141,0.004,0.013,0.15175096504648355,17.85497129653247,17.70112990743816
84,3.32,0.98,-0.055,0.444,0.131,0.005,0.017,0.14540437512361737,16.876018487783146,17.80028089666021
85,3.36,0.98,-0.036,0.362,0.122,0.004,0.019,0.16660858579680143,19.956452590578408,20.108953229842808
86,3.4,0.98,-0.03,0.39,0.136,0.003,0.003,0.18506845186048082,16.624379687675475,18.40679222461109
87,3.44,0.98,-0.039,0.364,0.13,-0.015,0.015,0.18669523464025656,16.702694393420526,18.406792224610864
88,3.48,0.98,-0.057,0.357,0.136,0.001,-0.001,0.18742640620333822,16.700000000000045,18.40679222461109
89,3.52,0.98,-0.046,0.337,0.129,0.004,-0.004,0.19689977606287257,18.900264548413162,19.70228413154175
90,3.56,0.98,-0.047,0.344,0.128,-0.009,0.012,0.2101213284065494,18.809572031282325,20.002249873451735
91,3.6,0.98,-0.033,0.366,0.137,-0.009,-0.007,0.21975017782474796,20.402205763103254,20.40612653102013
92,3.64,0.98,-0.037,0.379,0.15,-0.001,-0.002,0.20680183054872353,19.916073910286503,20.600242717016847
93,3.68,0.98,-0.043,0.357,0.137,-0.025,0.01,0.22635023424121264,20.90598000573028,20.503902067655318
94,3.72,0.98,-0.03,0.386,0.163,-0.021,-0.01,0.244589241490982,20.00099997500125,22.302017845925917
95,3.76,0.98,-0.029,0.373,0.163,-0.01,-0.018,0.24376127415681276,20.400245096566717,21.714741536569164
96,3.8,0.98,-0.031,0.368,0.156,-0.014,-0.017,0.24857671706696255,21.003809178337153,22.005681084665387
97,3.84,0.98,-0.016,0.371,0.164,-0.015,-0.022,0.25331088848205874,20.806008747474806,22.80087717610877
98,3.88,0.98,-0.013,0.378,0.159,-0.013,-0.022,0.25731367577724895,21.51139233057684,22.50199991111901
99,3.92,0.98,-0.01,0.387,0.152,-0.003,-0.008,0.23837503493640916,21.61480973777021,22.503555274667157
100,3.96,0.98,-0.012,0.384,0.158,-0.015,0.008,0.23614631485439208,21.523243250030884,22.70550594018997
101,4.0,0.98,-0.011,0.383,0.17,-0.015,-0.014,0.23125477736130648,20.61552812808821,22.50022222112484
102,4.04,0.98,-0.023,0.376,0.191,-0.017,-0.018,0.2507030823301827,21.153250341259525,22.002045359466013
103,4.08,0.98,-0.014,0.402,0.211,-0.002,-0.01,0.2324430342081085,21.718655575334356,23.000869548780106
104,4.12,0.98,-0.022,0.405,0.216,-0.012,0.015,0.24144915478837983,22.208106627985917,23.10021644920251
105,4.16,0.93,-0.023,0.394,0.21,-0.026,-0.007,0.2595587562365127,22.41428116179513,23.101947969814056
106,4.2,0.93,-0.021,0.418,0.229,-0.007,-0.005,0.23917128255280556,21.514878572745882,22.70088104017115
107,4.24,0.93,-0.022,0.39,0.195,-0.008,0.017,0.2392005897421118,21.80825531765432,22.80087717610877
108,4.28,0.93,-0.001,0.363,0.17,-0.019,-0.004,0.24787450924835308,21.608331726442838,23.101947969814056
109,4.32,0.93,-0.013,0.378,0.2,-0.009,-0.003,0.2617371870979088,22.43769150336113,22.805481797146886
110,4.36,0.93,-0.019,0.395,0.221,-0.005,0.011,0.23184557405363243,22.637358503147095,23.0
111,4.4,0.93,-0.019,0.392,0.224,-0.013,0.012,0.22771541227948036,22.065584062063703,22.50022222112484
112,4.44,0.98,-0.023,0.383,0.168,-0.007,0.003,0.22453072188618714,21.627991122617143,22.50199991111901
113,4.48,0.98,-0.031,0.371,0.161,-0.011,0.01,0.19019744483482776,22.614154859291254,23.110603626906983
114,4.52,0.98,-0.044,0.366,0.157,-0.007,-0.002,0.2131971023938274,22.426992665089852,23.021728866442675
115,4.56,0.98,-0.037,0.368,0.157,-0.012,0.004,0.19468707349394768,22.62675407565115,23.01390883791799
116,4.6,0.98,-0.022,0.362,0.155,-0.002,-0.011,0.21332149338281445,22.122612865572776,22.610838109190166
117,4.64,0.98,-0.033,0.36,0.153,-0.01,0.0,0.20524150616560186,22.522211259110417,23.005434140654682
118,4.68,0.98,-0.026,0.357,0.151,-0.003,-0.014,0.20546456313395167,21.927608168699205,23.021728866442675
119,4.72,0.98,-0.006,0.345,0.16,-0.009,-0.004,0.22176512895115572,21.75178153623266,23.01064970834157
120,4.76,0.98,-0.019,0.366,0.168,-0.014,0.003,0.22059271236812808,22.264994947226064,23.303433223454388
121,4.8,0.98,-0.013,0.36,0.169,-0.004,-0.013,0.21895028470439512,22.25061796894621,23.307724041613284
122,4.84,0.98,-0.015,0.362,0.169,-0.01,-0.001,0.22512237962054366,22.19031320193557,23.41730129626393
123,4.88,0.98,-0.017,0.377,0.187,-0.014,0.003,0.21912600258046228,22.588713996153036,23.401922997907764
124,4.92,0.98,-0.03,0.386,0.186,-0.006,-0.012,0.19366358644498566,22.437691503360902,23.605296015936897
125,4.96,0.98,-0.021,0.388,0.191,-0.013,-0.002,0.2046846280187047,22.450167037240593,23.70527367485982
126,5.0,0.98,-0.019,0.405,0.2,-0.013,-0.001,0.20137663002263034,21.93855054464638,23.6008474424118
127,5.04,0.93,-0.009,0.386,0.196,-0.005,-0.016,0.20150406840494095,21.28497122384695,23.70337528707655
128,5.08,0.98,-0.018,0.46,0.18,-0.018,-0.001,0.17975005962769966,18.50027026829608,22.302017845925914
129,5.12,0.98,-0.021,0.536,0.212,-0.025,-0.018,0.15925782663769303,18.298907071188747,20.324615617521484
130,5.16,0.98,-0.049,0.506,0.184,-0.014,-0.022,0.15101738596385667,17.722866585290358,20.503902067655318
131,5.2,0.93,-0.041,0.444,0.174,-0.006,-0.026,0.1684596271243938,20.120139164528567,19.437077969695025
132,5.24,0.98,-0.041,0.418,0.187,-0.023,-0.012,0.16287645082227953,16.2111073033276,17.634341496069446
133,5.28,0.98,-0.034,0.413,0.204,-0.018,-0.025,0.18880005949502116,17.904468715937796,18.217573932881447
134,5.32,0.98,-0.005,0.391,0.198,-0.018,-0.025,0.19501476427214814,18.5024322725419,18.513238506539047
135,5.36,0.98,-0.015,0.387,0.193,-0.01,-0.024,0.2137204417509676,19.10235587565043,19.10104709171716
136,5.4,0.98,-0.027,0.393,0.205,-0.029,-0.01,0.236420151783872,20.706037766796474,19.50102561405425
137,5.44,0.98,-0.029,0.393,0.187,-0.019,-0.034,0.1976886133173456,20.60097085090885,19.60408120774846
