frame,timestamp,confidence,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,EAR,Pupil_Scale (Left),Pupil_Scale (Right)
1,0.0,0.98,-0.007,0.037,0.013,0.013,-0.076,0.36021293268852367,20.49219363562619,24.595324758986173
2,0.04,0.98,-0.004,0.035,0.002,0.021,-0.074,0.34681170622874224,17.640011337864923,23.97540406333121
3,0.08,0.98,-0.032,0.034,-0.002,0.031,-0.057,0.3714475972787832,22.360679774997898,16.507574019219177
6,0.2,0.98,-0.015,-0.018,-0.034,0.01,-0.052,0.3926929512069407,20.07311634998409,19.10654338178418
8,0.28,0.98,0.003,0.008,-0.013,0.019,-0.067,0.3869798766826352,18.824717793369345,17.101169550647718
9,0.32,0.98,0.002,-0.0,-0.005,0.021,-0.066,0.37944560694498275,19.43296168884202,17.70254219031836
10,0.36,0.98,0.014,0.065,0.023,0.006,-0.052,0.3869480169987597,20.92582136978141,21.168372634664223
11,0.4,0.98,0.019,0.069,0.045,-0.002,-0.05,0.38417032991638145,21.24264578624786,20.60097085090897
12,0.44,0.98,-0.023,0.022,0.008,-0.01,-0.054,0.34712020360210183,19.563486396856717,19.912307751739853
13,0.48,0.98,-0.018,-0.012,-0.006,-0.009,-0.071,0.34814667907778685,19.710149669649855,20.800961516237724
14,0.52,0.98,0.001,-0.02,-0.001,0.002,-0.099,0.3690258201290476,20.06315030098719,18.20439507371782
15,0.56,0.98,0.001,-0.027,-0.008,-0.004,-0.098,0.3638357363606354,18.711493793922354,19.412624758130956
16,0.6,0.98,0.004,-0.011,0.0,-0.009,-0.082,0.3765555596375,20.831946620515467,18.90423233035394
17,0.64,0.98,-0.014,0.003,0.004,-0.005,-0.076,0.3693104918806968,18.809572031282517,19.40231944897308
18,0.68,0.98,-0.011,0.032,0.012,-0.007,-0.077,0.3664749693018384,19.36620768245546,20.0
19,0.72,0.98,-0.013,0.031,0.024,-0.007,-0.087,0.3641507415908455,19.4164878389476,19.00236827345476
20,0.76,0.98,-0.015,0.015,0.017,-0.003,-0.094,0.3695194312938176,21.953815158190697,19.512560057562922
21,0.8,0.98,-0.002,0.037,0.02,-0.013,-0.096,0.38078974057061016,23.318876473792727,19.243960091415737
22,0.84,0.98,0.016,0.026,0.028,-0.014,-0.091,0.37975679812872387,17.86644900364925,20.61965082148582
23,0.88,0.98,0.04,0.028,0.026,-0.017,-0.088,0.3795678706454828,17.280335644888385,22.80087717610877
24,0.92,0.98,0.02,0.034,0.029,-0.014,-0.087,0.39117707991155487,17.474839055052733,25.40708562586427
29,1.12,0.98,0.025,0.027,0.037,-0.031,-0.08,0.3753137051050207,18.398369492974023,18.90026454841305
30,1.16,0.98,0.023,0.041,0.052,-0.034,-0.084,0.37688867285707245,15.984054554461501,21.200235847744757
