frame,timestamp,confidence,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,EAR,Pupil_Scale (Left),Pupil_Scale (Right)
1,0.0,0.98,-0.041,0.468,0.214,0.169,0.031,0.2434615474539255,21.42381852051586,17.762882648939648
2,0.04,0.98,-0.071,0.551,0.22,0.162,0.041,0.20202126906624052,22.472205054244206,20.796393918177188
3,0.08,0.98,-0.077,0.538,0.213,0.162,0.042,0.20706840470047236,24.324884377936883,21.612265036316767
4,0.12,0.98,-0.048,0.508,0.192,0.144,0.044,0.24763120401697186,26.700749053163214,17.513994404475525
5,0.16,0.98,-0.035,0.445,0.166,0.122,0.046,0.23970866354332432,22.703523955544917,17.707060738586787
6,0.2,0.98,-0.034,0.423,0.176,0.121,0.032,0.24872815615734656,21.7020736336416,17.210461934532773
7,0.24,0.98,-0.012,0.507,0.192,0.136,0.02,0.22722276594502944,25.001799935204666,15.505160431288674
8,0.28,0.98,-0.057,0.53,0.204,0.138,-0.003,0.21770070618135373,25.400196849630888,20.803845798313418
9,0.32,0.98,-0.045,0.527,0.192,0.14,-0.027,0.22152672682685742,23.70527367485971,22.899999999999977
10,0.36,0.98,-0.043,0.534,0.217,0.156,-0.046,0.2270557939255547,24.213219529835396,21.900228309312304
11,0.4,0.98,-0.041,0.528,0.221,0.152,-0.058,0.23124787306465547,23.42135777447582,22.000227271553356
12,0.44,0.98,-0.024,0.536,0.217,0.139,-0.069,0.22751063870224922,23.935329536064447,22.607963198837727
13,0.48,0.98,0.007,0.54,0.206,0.123,-0.081,0.2188186905218525,23.93010656056517,21.727862297060014
14,0.52,0.98,0.05,0.543,0.224,0.102,-0.09,0.22129001344823424,24.865236777477055,19.942417105255803
15,0.56,0.98,0.043,0.562,0.256,0.085,-0.1,0.22151692985967883,24.617270360460356,23.354871012275
16,0.6,0.98,0.114,0.561,0.265,0.054,-0.109,0.2029105104425129,24.29979423781202,22.21936092690328
17,0.64,0.98,0.129,0.558,0.273,0.034,-0.121,0.20418992626657761,25.34423011259164,22.428776159211136
18,0.68,0.98,0.176,0.553,0.343,0.024,-0.125,0.19362572521053495,24.498979570586172,20.254875956174132
19,0.72,0.98,0.203,0.566,0.389,-0.008,-0.115,0.191779200107128,21.920994502987387,25.767033201360213
20,0.76,0.93,0.206,0.48,0.198,-0.092,-0.106,0.18382274463392334,27.97320146139877,23.73057100029407
21,0.8,0.93,0.187,0.419,0.129,-0.125,-0.104,0.21012987628581803,27.047550720906226,25.697665263599312
