frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,EAR,Pupil_Scale (Left),Pupil_Scale (Right)
4875,194.96,0.98,1,-0.147,0.056,-0.207,0.252,-0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.0,1.3,1.09,1.08,0.32,0.01,0.7,0.61,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2583627536732377,10.547511554864494,10.501904589168621
4876,195.0,0.98,1,-0.161,0.052,-0.218,0.248,-0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,1.05,0.98,1.32,0.3,0.14,0.84,0.6,0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25224815933523054,10.159724405711039,9.96895180046533
4877,195.04,0.98,1,-0.122,0.032,-0.218,0.265,-0.067,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.79,0.0,1.08,1.26,1.52,0.04,0.32,0.34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.28700174614927104,10.031948963187563,9.121951545584947
4878,195.08,0.98,1,-0.144,0.007,-0.217,0.261,-0.066,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.61,0.0,1.16,1.5,1.84,0.04,0.45,0.36,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.28968275314633973,9.924716620639698,8.296987405076614
4879,195.12,0.98,1,-0.136,-0.002,-0.219,0.257,-0.066,0.06,0.0,0.0,0.0,0.02,0.0,0.08,0.67,0.0,1.15,1.4,1.89,0.1,0.49,0.22,0.01,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.29789751469506665,10.107917688624012,9.800510190801344
4880,195.16,0.98,1,-0.118,0.025,-0.223,0.26,-0.063,0.06,0.0,0.0,0.0,0.0,0.0,0.08,0.79,0.0,0.96,0.96,1.94,0.14,0.36,0.35,0.02,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3104017210068125,9.9020199959402,10.948972554536752
4881,195.2,0.98,1,-0.118,-0.012,-0.224,0.246,-0.067,0.08,0.0,0.0,0.0,0.0,0.0,0.08,0.98,0.0,1.1,0.34,1.95,0.14,0.22,0.33,0.16,0.02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2981130769553777,9.804590761474907,12.278436382536666
4882,195.24,0.98,1,-0.124,0.001,-0.225,0.247,-0.075,0.02,0.07,0.0,0.0,0.0,0.0,0.06,0.99,0.0,1.53,0.08,1.67,0.07,0.06,0.22,0.31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.29305595602122414,9.800510190801248,11.229425630903743
4883,195.28,0.98,1,-0.13,0.042,-0.215,0.249,-0.073,0.1,0.07,0.0,0.0,0.0,0.0,0.06,1.12,0.0,1.65,0.07,1.45,0.0,0.0,0.08,0.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25928363837441004,9.804590761475021,8.612200647918018
4884,195.32,0.98,1,-0.185,0.016,-0.236,0.26,-0.068,0.15,0.07,0.0,0.07,0.0,0.0,0.06,1.2,0.0,1.86,0.07,1.16,0.1,0.0,0.38,0.42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.255477778633349,15.107613974417006,8.25651258098722
4885,195.36,0.98,1,-0.238,0.019,-0.228,0.264,-0.072,0.24,0.01,0.0,0.07,0.0,0.0,0.0,1.24,0.0,1.48,0.07,1.17,0.13,0.0,0.77,0.85,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26918162422961667,12.971121771072806,8.683317338437064
4886,195.4,0.98,1,-0.202,0.034,-0.226,0.258,-0.077,0.15,0.01,0.0,0.07,0.0,0.0,0.0,1.1,0.0,1.58,0.0,1.17,0.37,0.0,1.17,1.09,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2759912432953237,13.350655414622954,7.955501241279565
4887,195.44,0.98,1,-0.209,0.057,-0.219,0.263,-0.075,0.17,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.02,1.43,0.08,1.37,0.27,0.0,0.94,0.88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2657924229688108,13.185598204101344,7.810249675906666
4888,195.48,0.98,1,-0.196,0.047,-0.223,0.267,-0.078,0.14,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.02,1.73,0.08,1.49,0.24,0.0,0.7,0.29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2708008238081553,12.666885963013861,8.343260753446483
4889,195.52,0.98,1,-0.196,0.039,-0.22,0.255,-0.081,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.02,2.1,0.08,1.38,0.0,0.0,0.33,0.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2718896638444247,12.258874336577607,8.420213774008364
4890,195.56,0.98,1,-0.254,0.023,-0.224,0.278,-0.069,0.23,0.0,0.0,0.0,0.0,0.0,0.0,1.53,0.05,2.32,0.0,1.26,0.09,0.0,0.33,0.16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2709151492057117,13.011533345459302,8.367795408588826
4891,195.6,0.98,1,-0.253,-0.021,-0.225,0.276,-0.068,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.05,2.27,0.17,1.14,0.22,0.0,0.21,0.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2718164808463393,13.024976007655424,10.554619841566979
4892,195.64,0.98,1,-0.175,-0.021,-0.229,0.262,-0.072,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.05,1.93,0.17,1.36,0.23,0.0,0.29,0.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27868255325072216,14.156623891309675,10.261578825892217
4893,195.68,0.98,1,-0.275,-0.021,-0.221,0.264,-0.074,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,1.57,0.22,1.59,0.28,0.0,0.75,0.55,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2637300605685715,11.985407794480823,11.182575731914326
4894,195.72,0.98,1,-0.242,-0.002,-0.224,0.255,-0.081,0.33,0.0,0.0,0.0,0.0,0.0,0.04,0.97,0.0,1.65,0.24,1.67,0.2,0.0,1.18,0.53,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26704434294185453,12.298373876248863,10.480935072788125
4895,195.76,0.98,1,-0.224,-0.012,-0.223,0.261,-0.079,0.3,0.0,0.0,0.0,0.0,0.0,0.04,0.81,0.0,1.41,0.47,1.57,0.18,0.0,1.08,0.65,0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2611897286156241,13.860014430006846,11.253888216967594
4896,195.8,0.98,1,-0.2,-0.047,-0.229,0.257,-0.081,0.2,0.0,0.0,0.0,0.02,0.0,0.03,0.93,0.0,1.32,0.49,1.34,0.15,0.0,0.67,0.36,0.14,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2151958737020628,13.146102083887738,10.220078277586673
4897,195.84,0.98,1,-0.173,0.025,-0.215,0.254,-0.083,0.0,0.0,0.0,0.0,0.19,0.02,0.02,1.09,0.0,1.21,0.54,1.25,0.24,0.0,0.44,0.26,0.36,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1557876906860278,11.136426715962259,9.192388155425098
4898,195.88,0.98,1,-0.172,0.042,-0.202,0.274,-0.067,0.0,0.0,0.0,0.0,0.22,0.02,0.02,1.39,0.03,1.59,0.3,1.24,0.43,0.0,0.52,0.0,0.79,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.07382552587106478,9.390420650854741,9.178235124467005
4899,195.92,0.98,1,-0.135,-0.021,-0.213,0.277,-0.068,0.0,0.0,0.0,0.0,0.24,0.02,0.08,1.33,0.03,1.67,0.24,1.18,0.35,0.0,0.57,0.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.19147035954596353,9.433981132056578,10.043903623591852
4900,195.96,0.98,1,-0.135,0.002,-0.22,0.279,-0.069,0.0,0.0,0.0,0.0,0.07,0.0,0.09,1.41,0.03,1.58,0.34,1.35,0.5,0.0,0.54,0.0,0.61,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21874699057046573,9.741663102366086,8.139410298049853
4901,196.0,0.98,1,-0.119,-0.008,-0.218,0.284,-0.075,0.0,0.0,0.0,0.0,0.04,0.0,0.11,1.36,0.0,1.19,0.86,1.28,0.31,0.0,0.37,0.0,0.17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24122991661111043,9.80815986819145,10.50761628534283
4902,196.04,0.98,1,-0.137,0.015,-0.217,0.279,-0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.6,0.0,1.24,0.86,1.32,0.29,0.0,0.55,0.58,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.22827937975525653,10.30776406404422,11.24499888839481
4903,196.08,0.98,1,-0.182,0.017,-0.235,0.275,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.74,0.0,1.36,0.55,1.2,0.0,0.0,0.48,0.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.256235358481745,10.101980003939843,9.786214794290904
4904,196.12,0.98,1,-0.18,-0.019,-0.24,0.276,-0.072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.03,1.66,0.05,1.14,0.0,0.0,0.73,0.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.31242604840166177,9.602083107326152,11.936498649101488
4905,196.16,0.98,1,-0.159,-0.027,-0.232,0.286,-0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.03,2.0,0.05,0.99,0.0,0.0,0.63,0.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24844578064479425,9.704638066409322,12.151131634543294
4906,196.2,0.98,1,-0.167,0.019,-0.239,0.275,-0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.03,1.95,0.41,1.05,0.14,0.0,0.49,0.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2557069095498885,9.80204060387423,9.024411338142738
4907,196.24,0.98,1,-0.156,0.03,-0.232,0.271,-0.073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24,0.0,1.97,0.4,0.96,0.14,0.0,0.42,0.68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2577290953623933,10.031948963187563,9.503683496413464
4908,196.28,0.98,1,-0.199,0.01,-0.237,0.28,-0.076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,1.39,0.84,1.47,0.14,0.11,0.51,0.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2705651658416808,10.31212878119748,11.580155439371278
4909,196.32,0.98,1,-0.186,0.022,-0.217,0.268,-0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.98,0.0,1.3,0.46,1.11,0.06,0.11,0.79,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2600287345601848,10.530432089900206,11.227199116431525
4910,196.36,0.98,1,-0.205,0.038,-0.205,0.273,-0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.08,0.0,1.41,0.78,1.19,0.06,0.11,0.68,0.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.23549293848927766,10.547511554864494,10.852188719332245
4911,196.4,0.98,1,-0.188,0.028,-0.211,0.276,-0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.06,0.0,1.48,0.64,0.9,0.13,0.0,0.68,0.22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2833607494327107,10.50761628534283,9.108238029388582
4912,196.44,0.98,1,-0.227,-0.034,-0.209,0.264,-0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.12,0.05,1.71,0.61,1.39,0.08,0.0,0.58,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25422263837945647,10.493807697875898,9.835141076771551
4913,196.48,0.98,1,-0.241,-0.03,-0.219,0.264,-0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.05,1.61,0.41,1.43,0.08,0.0,0.54,0.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2512663130744551,11.047624178980715,10.78378412246837
4914,196.52,0.98,1,-0.253,-0.033,-0.233,0.275,-0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.05,1.83,0.32,1.56,0.0,0.0,0.2,0.37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27227962676343365,8.670063436907501,10.245974819410838
4915,196.56,0.98,1,-0.263,-0.047,-0.234,0.27,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.7,0.32,1.46,0.0,0.0,0.43,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26532481446446365,9.94635611668912,10.278618584226138
4916,196.6,0.98,1,-0.232,-0.058,-0.219,0.263,-0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,1.18,0.2,1.51,0.0,0.0,0.43,0.68,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2624131218652941,10.196568050084322,10.989540481749028
4917,196.64,0.98,1,-0.21,-0.051,-0.218,0.257,-0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,1.15,0.31,1.45,0.0,0.0,0.54,0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2625038588279428,10.127191120937734,12.491997438360269
4918,196.68,0.98,1,-0.207,-0.053,-0.218,0.281,-0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81,0.0,0.93,0.31,1.26,0.0,0.0,0.31,0.51,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2726421963701261,9.83107318658553,12.280065146406967
4919,196.72,0.98,1,-0.205,0.02,-0.213,0.276,-0.09,0.06,0.06,0.0,0.0,0.0,0.0,0.0,1.87,0.0,0.98,0.31,1.32,0.0,0.0,0.53,0.82,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27691656460807024,8.558621384311845,9.897979591815663
4920,196.76,0.98,1,-0.186,0.028,-0.21,0.267,-0.091,0.06,0.06,0.0,0.0,0.0,0.0,0.04,1.56,0.0,0.65,0.55,1.41,0.0,0.0,0.92,0.77,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27805011383674405,10.084145972763379,10.10198000393973
4921,196.8,0.98,1,-0.247,0.01,-0.211,0.284,-0.085,0.06,0.06,0.0,0.0,0.0,0.0,0.3,1.46,0.0,0.62,0.99,1.75,0.23,0.0,0.82,0.37,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.28549488702826664,11.343720729989833,8.429116205154584
4922,196.84,0.98,1,-0.206,0.014,-0.2,0.282,-0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.31,1.32,0.0,0.86,1.22,1.6,0.3,0.0,0.84,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3232323594056459,10.855873986004026,7.44311762637145
4923,196.88,0.98,1,-0.238,-0.003,-0.192,0.287,-0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.34,1.21,0.02,1.19,0.67,1.34,0.54,0.0,0.55,0.21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.29105574570127446,11.672617529928775,8.12219182240844
4924,196.92,0.98,1,-0.271,-0.004,-0.193,0.291,-0.085,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1.07,0.02,1.09,0.23,1.09,0.63,0.0,0.69,0.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3224767849035716,11.982069938036556,8.868483523128475
4925,196.96,0.98,1,-0.252,0.031,-0.181,0.28,-0.087,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.05,0.04,1.12,0.02,1.18,0.67,0.0,0.42,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.29589593763008015,11.229425630903865,7.710382610480519
4926,197.0,0.98,1,-0.252,0.043,-0.186,0.282,-0.085,0.02,0.0,0.0,0.0,0.0,0.0,0.09,1.32,0.03,1.05,0.02,1.09,0.64,0.0,0.36,0.55,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.29967013714785873,11.26143862923375,7.716216689544217
4927,197.04,0.98,1,-0.282,-0.004,-0.204,0.278,-0.082,0.02,0.0,0.0,0.0,0.0,0.0,0.09,1.42,0.03,1.25,0.35,0.8,0.32,0.0,0.24,0.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3178039174189258,11.723907198540966,7.778174593052063
4928,197.08,0.98,1,-0.247,0.039,-0.195,0.273,-0.082,0.02,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.16,0.4,0.41,0.2,0.0,0.39,0.23,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3068905345070243,11.822859214251054,10.007996802557445
4929,197.12,0.98,1,-0.248,0.042,-0.195,0.283,-0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.99,0.4,0.57,0.15,0.0,0.29,0.33,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.30989327539671285,11.894956914591953,9.812746812182565
4930,197.16,0.98,1,-0.257,0.013,-0.203,0.277,-0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.22,0.0,1.14,0.1,0.77,0.15,0.0,0.2,0.27,0.04,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3288196899776329,11.83765179416936,7.907591289387755
4931,197.2,0.98,1,-0.191,0.046,-0.21,0.272,-0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.38,0.0,1.44,0.1,0.99,0.43,0.0,0.36,0.26,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2944882119542255,9.535197952848154,7.433034373659315
4932,197.24,0.98,1,-0.229,-0.021,-0.205,0.277,-0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.47,0.0,1.78,0.31,0.9,0.32,0.0,0.36,0.47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.280959913055803,12.448694710691532,7.640026177965595
4933,197.28,0.98,1,-0.241,-0.02,-0.206,0.265,-0.064,0.06,0.0,0.0,0.0,0.0,0.0,0.21,1.46,0.0,2.07,0.54,0.96,0.76,0.0,0.44,0.67,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.28987063610029146,11.164676439556946,10.628264204469145
4934,197.32,0.98,1,-0.223,-0.023,-0.188,0.273,-0.063,0.07,0.0,0.0,0.11,0.0,0.0,0.13,1.25,0.0,1.91,0.47,1.01,0.58,0.0,0.28,0.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26692366649335414,11.672617529928775,10.480935072788139
4935,197.36,0.98,1,-0.19,-0.044,-0.18,0.258,-0.068,0.19,0.0,0.0,0.21,0.0,0.0,0.14,1.17,0.0,1.64,0.25,0.85,0.55,0.0,0.23,0.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2626336160739354,11.615506876585304,7.324616030892019
4936,197.4,0.98,1,-0.16,-0.043,-0.162,0.271,-0.069,0.18,0.0,0.0,0.21,0.0,0.0,0.01,1.04,0.0,1.34,0.0,0.68,0.47,0.0,0.14,1.06,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.27387223332227917,11.606894502837548,7.300684899377611
4937,197.44,0.98,1,-0.167,-0.005,-0.163,0.261,-0.066,0.3,0.0,0.0,0.1,0.0,0.0,0.02,1.26,0.0,1.48,0.33,0.64,0.53,0.0,0.0,1.14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.2928802949917354,11.91049956970737,7.223572523343318
4938,197.48,0.98,1,-0.155,-0.005,-0.162,0.274,-0.066,0.18,0.0,0.0,0.08,0.0,0.0,0.01,1.42,0.0,1.81,0.33,0.79,0.53,0.0,0.0,1.24,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.29889795681884407,12.126417442921902,6.711929677819936
4939,197.52,0.98,1,-0.199,0.02,-0.168,0.266,-0.065,0.14,0.0,0.0,0.36,0.0,0.0,0.01,1.66,0.0,1.94,0.68,0.95,0.33,0.0,0.0,0.56,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.29361930132623415,11.44377560073595,10.604244433244626
4940,197.56,0.98,1,-0.189,0.007,-0.186,0.281,-0.064,0.16,0.0,0.0,0.36,0.0,0.0,0.0,1.82,0.0,2.15,0.36,0.99,0.16,0.0,0.0,0.63,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.29719614511831616,11.63486140871478,10.662551289442876
4941,197.6,0.98,1,-0.215,0.003,-0.191,0.277,-0.059,0.29,0.0,0.0,0.28,0.0,0.06,0.09,1.66,0.0,2.02,0.68,1.01,0.17,0.0,0.0,0.66,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2875989130943908,11.543396380615196,10.47520882846731
4942,197.64,0.98,1,-0.209,-0.028,-0.186,0.279,-0.052,0.31,0.0,0.0,0.07,0.0,0.06,0.09,1.78,0.0,1.88,0.33,1.02,0.01,0.0,0.05,1.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2510744135896924,11.363538181393986,8.300602387778799
