frame,timestamp,confidence,success,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,AU01_r,AU02_r,AU04_r,AU05_r,AU06_r,AU07_r,AU09_r,AU10_r,AU12_r,AU14_r,AU15_r,AU17_r,AU20_r,AU23_r,AU25_r,AU26_r,AU45_r,AU01_c,AU02_c,AU04_c,AU05_c,AU06_c,AU07_c,AU09_c,AU10_c,AU12_c,AU14_c,AU15_c,AU17_c,AU20_c,AU23_c,AU25_c,AU26_c,AU28_c,AU45_c,EAR,Pupil_Scale (Left),Pupil_Scale (Right)
3064,122.52,0.98,1,-0.099,-0.035,-0.221,0.071,-0.052,0.0,0.0,0.0,0.0,0.37,0.0,0.57,1.34,0.5,1.47,0.0,0.24,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2648923952913481,10.704204781299776,8.060397012554636
3065,122.56,0.98,1,-0.138,-0.023,-0.21,0.109,-0.049,0.0,0.0,0.0,0.0,0.35,0.0,0.84,1.46,0.47,1.44,0.0,0.21,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2839384919869463,11.344161493914019,7.632168761236896
3066,122.6,0.98,1,-0.095,-0.054,-0.198,0.136,-0.051,0.0,0.0,0.0,0.0,0.26,0.0,0.9,1.34,0.34,1.74,0.0,0.18,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27265887900139407,12.532358118087751,7.752418977325652
3067,122.64,0.93,1,-0.157,-0.034,-0.186,0.181,-0.057,0.0,0.0,0.0,0.0,0.19,0.0,0.75,1.34,0.31,1.76,0.0,0.16,0.28,0.0,0.0,0.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.29041528465792116,13.200378782444016,9.254188241007352
3068,122.68,0.98,1,-0.124,-0.066,-0.183,0.216,-0.052,0.0,0.0,0.0,0.0,0.07,0.0,0.59,1.21,0.15,1.68,0.0,0.06,0.25,0.0,0.0,0.02,0.25,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2840036862685881,13.303383028387884,8.96771988857823
3069,122.72,0.98,1,-0.122,-0.037,-0.168,0.228,-0.048,0.01,0.0,0.0,0.0,0.06,0.0,0.51,1.27,0.09,1.51,0.0,0.01,0.41,0.0,0.07,0.02,0.38,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.29929847657051717,13.400373129133358,7.924645102463531
3070,122.76,0.98,1,-0.118,0.026,-0.139,0.227,-0.052,0.16,0.0,0.0,0.0,0.04,0.0,0.3,1.2,0.0,1.39,0.13,0.12,0.6,0.0,0.07,0.02,0.41,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2618551089041433,13.900359707575893,8.130190649671166
3071,122.8,0.98,1,-0.153,0.069,-0.131,0.246,-0.053,0.22,0.0,0.0,0.0,0.1,0.0,0.2,1.02,0.02,1.68,0.13,0.12,0.47,0.0,0.07,0.0,0.31,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24761888012379674,13.81303731986556,9.608329719571472
3072,122.84,0.98,1,-0.136,0.059,-0.113,0.255,-0.051,0.21,0.0,0.0,0.0,0.07,0.0,0.12,0.68,0.02,1.76,0.13,0.25,0.31,0.0,0.02,0.0,0.43,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24933464776547115,13.01383878799795,9.243916918709228
3073,122.88,0.98,1,-0.154,0.053,-0.109,0.258,-0.05,0.13,0.05,0.0,0.0,0.06,0.0,0.18,0.73,0.02,1.89,0.02,0.3,0.1,0.0,0.02,0.0,0.48,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26255109697356616,13.006152390311286,7.831347265956176
3074,122.92,0.98,1,-0.148,0.037,-0.107,0.27,-0.058,0.23,0.07,0.0,0.0,0.0,0.0,0.15,0.86,0.0,1.85,0.02,0.3,0.07,0.0,0.04,0.36,0.49,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26723787748766087,12.819126335285167,7.45251635355475
3075,122.96,0.98,1,-0.138,0.055,-0.1,0.267,-0.06,0.31,0.11,0.0,0.0,0.0,0.0,0.11,1.04,0.0,2.01,0.02,0.29,0.07,0.0,0.06,0.36,0.33,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25639871075715487,14.150971698084927,7.040596565632747
3076,123.0,0.98,1,-0.173,0.083,-0.098,0.263,-0.066,0.45,0.15,0.0,0.0,0.0,0.0,0.05,1.07,0.0,1.98,0.0,0.31,0.25,0.0,0.06,0.69,0.19,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2645508707670561,14.334922392534907,9.100549433962739
3077,123.04,0.98,1,-0.173,0.042,-0.092,0.272,-0.064,0.32,0.13,0.0,0.12,0.0,0.0,0.0,0.9,0.0,1.86,0.0,0.33,0.18,0.0,0.04,0.43,0.09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26150454224669256,13.038404810405298,7.641989269817031
3078,123.08,0.98,1,-0.144,0.04,-0.09,0.267,-0.062,0.25,0.15,0.0,0.12,0.0,0.0,0.0,0.77,0.0,1.79,0.0,0.3,0.18,0.02,0.09,0.91,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25758265910151146,12.539936203984453,9.02551937563715
3079,123.12,0.98,1,-0.136,0.03,-0.098,0.27,-0.064,0.23,0.37,0.0,0.48,0.0,0.0,0.0,0.29,0.0,1.65,0.0,0.17,0.0,0.17,0.24,0.86,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2502643692496854,13.230646242719901,7.877182237323206
3080,123.16,0.98,1,-0.153,0.037,-0.09,0.271,-0.065,0.3,0.48,0.0,0.36,0.0,0.05,0.0,0.39,0.0,1.66,0.25,0.16,0.0,0.17,0.24,0.76,0.03,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25654584754984794,12.788275880665003,8.845903006477116
3081,123.2,0.98,1,-0.149,0.05,-0.067,0.277,-0.074,0.33,0.55,0.0,0.36,0.0,0.05,0.0,0.55,0.0,1.29,0.25,0.12,0.0,0.15,0.23,1.24,0.08,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21643995115599818,12.050311199301039,9.00277734924064
3082,123.24,0.98,1,-0.154,0.042,-0.071,0.288,-0.076,0.21,0.23,0.0,0.0,0.0,0.05,0.0,0.69,0.0,1.51,0.25,0.14,0.0,0.0,0.16,1.38,0.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25555856299893703,13.671868928570099,8.944271909999163
3083,123.28,0.98,1,-0.12,0.054,-0.072,0.284,-0.088,0.17,0.13,0.0,0.12,0.0,0.0,0.0,0.76,0.0,1.6,0.0,0.46,0.0,0.06,0.34,1.62,0.05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24559848616435687,12.688971589533983,8.755569655939018
3084,123.32,0.98,1,-0.119,0.064,-0.069,0.287,-0.093,0.13,0.0,0.0,0.32,0.0,0.0,0.0,0.73,0.0,1.88,0.31,0.65,0.0,0.14,0.25,0.75,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2546655569285715,13.185598204101344,8.296987405076628
3085,123.36,0.98,1,-0.143,0.03,-0.069,0.297,-0.107,0.17,0.0,0.0,0.32,0.0,0.0,0.0,1.0,0.0,1.98,0.31,0.69,0.0,0.28,0.36,0.53,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2863180071038395,12.332072007574443,7.566372975210778
3086,123.4,0.93,1,-0.178,-0.007,-0.073,0.286,-0.108,0.1,0.0,0.0,0.42,0.0,0.0,0.0,0.93,0.0,1.98,0.33,0.56,0.0,0.3,0.32,0.35,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257917870645686,13.184839779079606,7.844743462982064
3087,123.44,0.98,1,-0.158,0.007,-0.081,0.291,-0.107,0.1,0.0,0.0,0.31,0.0,0.0,0.0,0.92,0.03,2.08,0.07,0.34,0.0,0.26,0.32,0.25,0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27086315505321223,12.856515857727484,7.473285756613368
3088,123.48,0.98,1,-0.16,0.004,-0.079,0.293,-0.111,0.03,0.14,0.0,0.45,0.0,0.0,0.0,0.75,0.03,1.77,0.07,0.25,0.0,0.12,0.44,0.25,0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26728173311105025,13.168523075880609,7.976214641043744
3089,123.52,0.98,1,-0.158,0.051,-0.085,0.282,-0.108,0.04,0.14,0.0,0.41,0.0,0.0,0.0,0.6,0.03,1.83,0.69,0.44,0.0,0.46,0.3,0.19,0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2659259088759108,13.274034804836022,7.844743462982064
3090,123.56,0.98,1,-0.136,0.034,-0.086,0.288,-0.106,0.04,0.14,0.0,0.37,0.0,0.0,0.0,0.5,0.0,1.66,0.63,0.59,0.0,0.55,0.44,0.74,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27123991371144984,13.110682667199292,6.868041933477141
3091,123.6,0.98,1,-0.126,0.046,-0.091,0.283,-0.107,0.04,0.17,0.0,0.23,0.0,0.0,0.0,0.46,0.0,1.83,0.63,0.6,0.0,0.66,0.38,0.58,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26116616971338674,13.781872151489479,8.324061508662691
3092,123.64,0.98,1,-0.148,0.03,-0.095,0.288,-0.102,0.07,0.22,0.0,0.05,0.0,0.0,0.0,0.62,0.0,1.66,0.12,0.22,0.0,0.51,0.38,0.58,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28194341525498057,13.6330480817754,7.766595135579054
3093,123.68,0.98,1,-0.127,0.045,-0.089,0.279,-0.096,0.19,0.22,0.0,0.04,0.0,0.0,0.0,0.74,0.0,1.67,0.12,0.18,0.0,0.73,0.47,0.52,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2690358280685373,12.77693233918068,8.246211251235321
3094,123.72,0.98,1,-0.177,0.09,-0.101,0.272,-0.102,0.28,0.13,0.0,0.14,0.0,0.0,0.0,0.76,0.0,1.57,0.13,0.21,0.0,0.89,0.24,0.97,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2810652539690268,13.408206442324744,9.095603333479326
3095,123.76,0.98,1,-0.17,0.02,-0.111,0.272,-0.097,0.35,0.08,0.0,0.29,0.0,0.0,0.0,0.69,0.0,1.89,0.02,0.29,0.0,0.89,0.32,0.98,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28985967312924155,12.773801313626286,7.51332150250476
3096,123.8,0.98,1,-0.128,0.019,-0.103,0.273,-0.103,0.23,0.08,0.0,0.32,0.0,0.0,0.0,0.6,0.0,2.0,0.02,0.19,0.0,0.7,0.33,0.74,0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27464471332828344,13.39589489358582,7.97621464104368
3097,123.84,0.98,1,-0.134,0.022,-0.103,0.277,-0.098,0.18,0.0,0.0,0.31,0.0,0.0,0.0,0.41,0.0,2.16,0.18,0.14,0.0,0.69,0.46,0.6,0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28513598410542706,13.373481222179919,7.694153624668568
3098,123.88,0.98,1,-0.115,0.047,-0.092,0.279,-0.108,0.14,0.0,0.0,0.16,0.0,0.0,0.0,0.42,0.0,2.02,0.18,0.05,0.0,0.64,0.48,0.83,0.13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2766952356685793,13.384319183283056,8.828363381737342
3099,123.92,0.98,1,-0.185,0.115,-0.102,0.278,-0.097,0.23,0.09,0.0,0.1,0.0,0.0,0.0,0.6,0.0,2.1,0.88,0.07,0.0,0.74,0.24,0.69,0.13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26295760050938877,13.363382805263,9.771898484941355
3100,123.96,0.98,1,-0.163,0.086,-0.093,0.284,-0.104,0.2,0.27,0.0,0.26,0.0,0.0,0.0,0.8,0.0,2.25,1.1,0.15,0.0,0.86,0.31,0.7,0.13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273572042923879,12.955693729013486,7.955501241279455
3101,124.0,0.98,1,-0.195,0.133,-0.099,0.277,-0.103,0.22,0.48,0.0,0.26,0.0,0.0,0.0,1.06,0.0,1.97,1.37,0.64,0.0,0.94,0.4,0.68,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27466379571826116,12.601983970788094,8.509406559801988
3102,124.04,0.98,1,-0.212,0.106,-0.101,0.281,-0.105,0.27,0.77,0.0,0.3,0.0,0.0,0.0,0.94,0.0,1.69,0.67,0.8,0.0,0.69,0.73,1.19,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25566769589648497,13.098091464026348,9.247702417357473
3103,124.08,0.98,1,-0.18,0.089,-0.107,0.285,-0.102,0.44,1.02,0.0,0.05,0.0,0.0,0.0,1.02,0.0,1.35,0.46,0.93,0.0,0.53,0.65,1.0,0.01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27933476643161315,13.185598204101344,9.77394495585078
3104,124.12,0.98,1,-0.209,0.075,-0.11,0.298,-0.104,0.49,1.18,0.0,0.06,0.0,0.0,0.0,0.93,0.0,1.76,0.56,0.63,0.0,0.28,0.55,0.83,0.06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27814871178346234,14.301398533010609,9.808159868191384
3105,124.16,0.98,1,-0.195,0.08,-0.111,0.288,-0.107,0.41,0.97,0.0,0.07,0.0,0.0,0.0,0.85,0.0,1.96,0.76,0.73,0.0,0.46,0.28,0.19,0.23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27650333857081527,14.060227594174997,9.4021274188345
3106,124.2,0.98,1,-0.206,0.105,-0.113,0.298,-0.105,0.29,0.72,0.0,0.14,0.0,0.0,0.0,0.78,0.0,2.1,1.04,0.8,0.0,0.41,0.16,0.04,0.24,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2688550461450798,14.28985654231693,9.613532129243628
3107,124.24,0.98,1,-0.163,0.066,-0.105,0.283,-0.109,0.21,0.47,0.0,0.15,0.0,0.0,0.0,0.64,0.0,2.11,1.09,0.96,0.0,0.46,0.07,0.0,0.36,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27459280409840314,12.578155667664474,8.570297544426356
3108,124.28,0.98,1,-0.167,0.033,-0.103,0.289,-0.108,0.19,0.49,0.0,0.09,0.0,0.0,0.0,0.85,0.0,2.14,0.89,0.87,0.0,0.65,0.24,0.41,0.28,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26938089296216816,13.495184326269843,10.178899744078374
3109,124.32,0.98,1,-0.163,0.041,-0.096,0.291,-0.109,0.15,0.52,0.0,0.02,0.0,0.0,0.0,0.65,0.0,2.17,0.82,0.96,0.0,0.62,0.67,0.41,0.58,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25771950411909283,12.490396310766101,8.668333173107744
3110,124.36,0.98,1,-0.117,0.048,-0.096,0.284,-0.112,0.18,0.4,0.0,0.0,0.0,0.0,0.0,0.81,0.0,1.85,0.91,0.73,0.0,0.64,1.0,0.86,0.66,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2688846279445334,13.185598204101344,7.56901578806646
3111,124.4,0.98,1,-0.199,0.133,-0.093,0.283,-0.117,0.26,0.21,0.0,0.0,0.0,0.0,0.0,0.73,0.0,1.55,1.05,0.68,0.34,0.4,1.45,0.92,0.64,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2738471858432656,13.296616110875776,8.354639429682162
3112,124.44,0.98,1,-0.16,0.053,-0.094,0.283,-0.113,0.44,0.09,0.0,0.0,0.0,0.0,0.0,0.85,0.0,1.55,0.84,0.7,0.34,0.3,1.43,1.08,0.52,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2534323044688776,12.788275880665003,10.868302535354848
3113,124.48,0.98,1,-0.206,0.157,-0.09,0.291,-0.109,0.5,0.33,0.0,0.0,0.0,0.0,0.0,0.54,0.0,1.62,0.35,0.7,0.34,0.21,1.22,0.89,0.64,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2504391189764432,14.527904184706067,9.192388155425098
3114,124.52,0.98,1,-0.142,0.053,-0.106,0.286,-0.105,0.6,0.46,0.0,0.0,0.0,0.0,0.0,0.37,0.0,2.02,0.22,0.71,0.0,0.08,0.56,0.59,0.76,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2467420585692139,13.164345787011241,7.955501241279455
3115,124.56,0.98,1,-0.214,0.117,-0.101,0.282,-0.103,0.48,0.51,0.0,0.0,0.0,0.0,0.0,0.31,0.0,2.13,0.32,0.42,0.0,0.11,0.15,0.43,0.68,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24428584991137087,11.795761950802431,10.239140588936104
3116,124.6,0.98,1,-0.113,0.086,-0.093,0.284,-0.107,0.44,0.32,0.0,0.0,0.0,0.01,0.0,0.4,0.0,2.08,0.76,0.56,0.0,0.22,0.14,0.17,0.34,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2433499088803314,14.268847185389617,9.296235797353642
3117,124.64,0.98,1,-0.125,0.097,-0.093,0.279,-0.107,0.22,0.19,0.0,0.0,0.0,0.01,0.0,0.63,0.0,1.73,1.25,0.54,0.0,0.25,0.38,0.2,0.27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2562241191049398,14.069825869569243,10.43455796859652
3118,124.68,0.98,1,-0.156,0.117,-0.099,0.279,-0.106,0.21,0.06,0.0,0.0,0.0,0.01,0.0,0.67,0.0,1.66,1.01,0.48,0.0,0.27,0.79,0.31,0.33,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.23992830837338786,13.423859355639959,9.31718841711379
3119,124.72,0.98,1,-0.131,0.074,-0.101,0.286,-0.103,0.09,0.02,0.0,0.0,0.0,0.02,0.0,0.78,0.0,1.54,0.98,0.43,0.0,0.35,0.79,0.44,0.54,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2577020340578353,13.098091464026348,8.2607505712254
3120,124.76,0.98,1,-0.2,0.081,-0.112,0.271,-0.1,0.09,0.02,0.0,0.0,0.0,0.02,0.0,0.58,0.0,1.73,0.83,0.39,0.0,0.73,0.74,0.77,0.69,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.23993650875357814,13.354025610279537,11.837651794169306
3121,124.8,0.98,1,-0.16,0.053,-0.102,0.291,-0.098,0.06,0.02,0.0,0.0,0.0,0.02,0.0,0.61,0.0,1.59,1.12,0.72,0.0,0.89,0.4,0.76,0.8,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25215921507216277,12.955693729013486,9.899494936611672
3122,124.84,0.98,1,-0.161,0.058,-0.108,0.273,-0.101,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,1.71,0.93,0.88,0.0,0.79,0.51,0.64,0.75,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2510697782838799,13.529966740535615,8.845903006477105
3123,124.88,0.98,1,-0.187,0.074,-0.103,0.279,-0.101,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,1.25,1.16,1.05,0.0,0.78,0.77,0.52,0.59,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24688893980893623,13.046455457326328,10.493807697875898
3124,124.92,0.98,1,-0.181,0.063,-0.109,0.281,-0.098,0.47,0.19,0.0,0.0,0.0,0.0,0.0,0.67,0.0,1.12,0.79,0.88,0.0,0.53,0.88,0.77,0.6,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.24598913273957287,13.34541119636266,10.473776778220993
3125,124.96,0.98,1,-0.218,0.108,-0.104,0.279,-0.101,0.48,0.22,0.0,0.0,0.0,0.0,0.0,0.68,0.0,1.28,0.7,0.75,0.06,0.43,1.05,0.75,0.64,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2363024520248524,13.237824594698262,9.786725703727408
3126,125.0,0.98,1,-0.164,0.081,-0.105,0.274,-0.104,0.48,0.22,0.0,0.0,0.0,0.0,0.0,0.87,0.0,1.58,0.27,0.78,0.06,0.03,0.86,0.36,0.87,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23149027078636666,13.644412775931423,8.329465769183473
3127,125.04,0.98,1,-0.189,0.079,-0.097,0.279,-0.105,0.29,0.03,0.0,0.0,0.0,0.0,0.0,0.72,0.0,1.79,0.28,0.73,0.06,0.2,0.95,0.33,0.72,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23326568037622883,13.237824594698262,9.873196037757939
3128,125.08,0.98,1,-0.221,0.094,-0.115,0.276,-0.103,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,1.57,0.14,0.67,0.0,0.31,0.89,0.98,0.65,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23721836533280444,13.154847015454058,9.535197952848145
3129,125.12,0.98,1,-0.208,0.096,-0.098,0.279,-0.105,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,1.69,0.01,0.46,0.02,0.47,0.98,1.6,0.44,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24092821114133092,13.682470537150833,9.338094023943041
3130,125.16,0.98,1,-0.16,0.117,-0.109,0.279,-0.102,0.29,0.21,0.0,0.0,0.0,0.0,0.0,0.62,0.0,1.67,0.0,0.86,0.03,0.49,1.2,1.27,0.56,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23010689295835351,13.943457247038817,11.201785571952403
3131,125.2,0.98,1,-0.198,0.11,-0.104,0.273,-0.105,0.28,0.21,0.0,0.11,0.0,0.0,0.0,0.74,0.0,1.55,0.0,0.85,0.03,0.38,0.98,1.0,0.42,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24225361682362612,13.445073447177682,9.404786015641193
