frame,timestamp,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,EAR,Pupil_Scale (Left),Pupil_Scale (Right)
70,2.76,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
71,2.8,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
72,2.84,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
73,2.88,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
74,2.92,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
75,2.96,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
76,3.0,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
77,3.04,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
78,3.08,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
79,3.12,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
80,3.16,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
81,3.2,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
82,3.24,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
83,3.28,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
84,3.32,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
85,3.36,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
86,3.4,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
87,3.44,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
88,3.48,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
89,3.52,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
90,3.56,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
91,3.6,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
92,3.64,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
93,3.68,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
94,3.72,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
95,3.76,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
96,3.8,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
97,3.84,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
98,3.88,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
99,3.92,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
100,3.96,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
101,4.0,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
102,4.04,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
103,4.08,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
104,4.12,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
105,4.16,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
106,4.2,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
107,4.24,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
108,4.28,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
109,4.32,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
110,4.36,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
111,4.4,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
112,4.44,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
113,4.48,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
114,4.52,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
115,4.56,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
116,4.6,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
117,4.64,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
118,4.68,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
119,4.72,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
120,4.76,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
121,4.8,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
122,4.84,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
123,4.88,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
124,4.92,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
125,4.96,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
126,5.0,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
127,5.04,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
128,5.08,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
129,5.12,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
130,5.16,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
131,5.2,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
132,5.24,0.0,0.0,-0.401,0.463,0.001,,0.0,0.0
133,5.28,-0.237,0.027,-0.161,0.334,0.01,0.268353728556244,12.314625451064343,11.130588483993106
134,5.32,-0.268,0.049,-0.17,0.338,0.028,0.2721481034960442,11.95073219514183,8.400595217006924
135,5.36,-0.267,0.064,-0.181,0.336,0.044,0.24076870957181737,11.50173899895142,12.725171904536346
136,5.4,-0.296,0.059,-0.198,0.359,0.067,0.26516006917264306,12.114866899805403,9.533624704172114
137,5.44,-0.335,0.034,-0.207,0.359,0.088,0.26352664337156395,9.50210502993942,8.905054744357251
138,5.48,-0.33,0.013,-0.215,0.367,0.11,0.26054577487739594,10.46900186264201,9.213576938410014
139,5.52,-0.239,0.01,-0.216,0.375,0.13,0.2627874692300638,10.945775440780771,6.93541635375997
140,5.56,-0.249,0.052,-0.221,0.379,0.138,0.22450932348270392,11.603878661895681,10.312128781197366
141,5.6,-0.285,0.088,-0.198,0.357,0.142,0.10209693965984132,10.522357150372706,10.804165863221417
142,5.64,-0.306,0.086,-0.19,0.369,0.149,0.072025548035252,10.282509421342567,8.44807670419721
143,5.68,-0.254,0.048,-0.208,0.356,0.152,0.09436302110388216,8.631338250816034,9.308598175880144
144,5.72,-0.365,-0.016,-0.209,0.372,0.143,0.2252448609000809,12.180722474467615,10.171037311896974
145,5.76,-0.331,-0.024,-0.207,0.355,0.128,0.26009205323351126,11.933985084622911,10.012991560967158
146,5.8,-0.292,0.007,-0.22,0.362,0.117,0.26540492216797296,10.538500842150176,10.606601717798213
147,5.84,-0.275,-0.041,-0.224,0.349,0.106,0.273910198569675,11.634861408714784,7.902531240052116
148,5.88,-0.293,0.055,-0.203,0.328,0.08,0.26928730657562044,11.506954418959,9.277930803794606
149,5.92,-0.3,0.034,-0.205,0.345,0.064,0.28837016955492545,11.104053313992958,9.96393496566498
150,5.96,-0.283,0.05,-0.209,0.324,0.049,0.2772215961482313,11.10180165558728,10.16366075781751
151,6.0,-0.271,-0.012,-0.205,0.338,0.041,0.28802618297481075,11.899999999999977,9.618731725128859
152,6.04,-0.242,-0.017,-0.197,0.336,0.022,0.30109348123813734,12.206555615733746,9.03548559846121
153,6.08,-0.24,-0.014,-0.206,0.321,0.01,0.31445655196455036,13.40596881989509,9.912618221237102
154,6.12,-0.274,0.046,-0.204,0.33,0.002,0.23016086377613632,10.623088063270513,9.39414711402802
155,6.16,-0.224,0.093,-0.21,0.322,-0.013,0.2714849990798228,12.100000000000023,10.458011283222156
156,6.2,-0.26,0.01,-0.207,0.316,-0.018,0.25138285461911236,9.704638066409323,8.27345151674927
157,6.24,-0.234,0.068,-0.214,0.311,-0.029,0.27960014590722204,9.602083107326266,10.572133181151258
158,6.28,-0.253,0.043,-0.22,0.317,-0.04,0.2771251646919006,10.040418317978586,10.316006979447135
159,6.32,-0.242,0.006,-0.226,0.32,-0.043,0.30415140615952574,10.140019723846715,8.471717653463172
160,6.36,-0.248,0.069,-0.203,0.305,-0.061,0.2709975672682733,11.107204868912813,8.514693182963262
161,6.4,-0.275,0.049,-0.185,0.32,-0.069,0.26529155655256664,13.354025610279425,8.22009732302486
162,6.44,-0.223,0.091,-0.155,0.305,-0.09,0.2585154660279018,14.135416513141756,7.543208866258504
163,6.48,-0.238,0.124,-0.147,0.308,-0.106,0.27242385347785814,14.022838514366484,8.57263086805916
164,6.52,-0.208,0.038,-0.14,0.318,-0.103,0.2506075816763999,13.923002549737587,11.860016863394414
165,6.56,-0.243,0.063,-0.112,0.315,-0.104,0.22417439028292035,12.368508398347748,9.291393867445228
166,6.6,-0.246,0.057,-0.113,0.32,-0.102,0.25894522997564295,14.328293687665743,11.910079764636249
167,6.64,-0.25,0.071,-0.142,0.312,-0.098,0.25986571725387453,11.710678887237966,9.687620966986707
168,6.68,-0.186,0.048,-0.129,0.316,-0.105,0.25166655699404306,13.536986370680884,7.778174593052071
169,6.72,-0.295,0.039,-0.132,0.318,-0.111,0.24443695185501202,14.080127840328723,10.623088063270549
170,6.76,-0.264,0.006,-0.135,0.315,-0.12,0.2545686469883569,12.368508398347753,9.276313923105473
171,6.8,-0.22,0.035,-0.126,0.315,-0.127,0.26429066278180535,12.457929201917926,8.237718130647611
172,6.84,-0.233,0.045,-0.122,0.323,-0.129,0.25000703737988283,12.971121771072918,7.9624116949578125
173,6.88,-0.257,0.035,-0.13,0.325,-0.124,0.244998103344173,12.856126943990517,9.296235797353697
174,6.92,-0.235,0.041,-0.133,0.33,-0.114,0.2327501300120947,12.269066794177883,9.276313923105473
175,6.96,-0.229,0.049,-0.142,0.338,-0.111,0.26327662222721354,11.116204388189363,12.419339757008016
176,7.0,-0.27,0.112,-0.152,0.346,-0.106,0.2611853059404936,9.732933781753625,8.00499843847587
177,7.04,-0.275,0.106,-0.139,0.341,-0.119,0.2536500330676178,12.75774274705356,7.810889834071382
178,7.08,-0.273,0.086,-0.142,0.339,-0.124,0.24434200194725214,10.705606008068878,9.05207158610662
179,7.12,-0.255,0.097,-0.132,0.349,-0.13,0.2682393073159286,14.102836594104037,10.381714694596495
180,7.16,-0.221,0.037,-0.136,0.349,-0.133,0.26066008247173994,13.336041391657462,8.905054744357203
181,7.2,-0.225,0.049,-0.15,0.359,-0.13,0.2699680427188774,10.149384217774026,8.598837130682266
182,7.24,-0.195,-0.023,-0.157,0.358,-0.119,0.27404542405257565,10.61696755198962,7.90759128938772
183,7.28,-0.191,-0.06,-0.162,0.341,-0.124,0.2577144670197658,10.381714694596527,8.028075734570484
184,7.32,-0.203,0.063,-0.165,0.342,-0.123,0.25515405015337095,10.493807697876012,9.219544457292887
185,7.36,-0.161,0.006,-0.162,0.342,-0.132,0.2760854091034538,13.97032569412751,8.318653737234097
186,7.4,-0.221,-0.019,-0.153,0.335,-0.132,0.2424835995084998,8.746427842267886,8.06535802057163
187,7.44,-0.211,-0.016,-0.156,0.35,-0.128,0.2750450812816496,8.174350127074348,7.355270219373382
188,7.48,-0.208,0.018,-0.163,0.34,-0.133,0.2715224790797877,8.161494961096304,8.82836338173723
189,7.52,-0.228,0.009,-0.144,0.343,-0.135,0.2671336484717037,8.796590248499633,9.972462083156815
190,7.56,-0.203,0.058,-0.141,0.35,-0.138,0.27895453860638975,8.386298349093067,8.343260753446483
191,7.6,-0.227,-0.018,-0.143,0.356,-0.134,0.2876224175399399,8.570880934886445,6.07289058027566
192,7.64,-0.2,0.039,-0.139,0.36,-0.137,0.27684064832329514,8.570880934886452,5.854912467321728
193,7.68,-0.205,0.019,-0.141,0.355,-0.142,0.2747079255124942,8.459314393022618,5.920304046246324
194,7.72,-0.25,-0.004,-0.125,0.352,-0.139,0.2731875662742532,8.547514258543238,6.216912416947841
195,7.76,-0.236,0.011,-0.122,0.341,-0.146,0.2533532330216972,10.097524449091468,6.3600314464631635
196,7.8,-0.286,0.074,-0.1,0.351,-0.141,0.18510176467935746,11.99416524815293,9.67729300992801
197,7.84,-0.223,0.14,-0.108,0.351,-0.141,0.20943579503978904,13.662357044082835,10.220078277586783
198,7.88,-0.234,0.151,-0.114,0.358,-0.134,0.2084029900054301,11.783462988442672,9.411163583744603
199,7.92,-0.225,0.157,-0.1,0.351,-0.134,0.19307417904683621,14.051334456200236,10.192153844992795
200,7.96,-0.24,0.133,-0.112,0.343,-0.128,0.17902686784368044,12.615070352558481,9.300537618869113
201,8.0,-0.261,0.139,-0.122,0.354,-0.124,0.19503915887557371,12.578155667664474,10.000000000000009
202,8.04,-0.237,0.126,-0.12,0.335,-0.125,0.2004051698674169,12.169634341261062,9.82344135219425
203,8.08,-0.246,0.154,-0.112,0.351,-0.125,0.20543333089296562,10.248902380255098,7.624303246854711
204,8.12,-0.245,0.167,-0.122,0.34,-0.118,0.2015691096115249,10.149384217774026,8.807383266328344
205,8.16,-0.232,0.164,-0.112,0.333,-0.115,0.2123975931320783,12.532358118087755,8.786353054595532
206,8.2,-0.286,0.191,-0.114,0.35,-0.118,0.19711329302335726,12.126417442921902,9.12414379544733
207,8.24,-0.252,0.162,-0.109,0.352,-0.12,0.20780155213729257,11.122050170719447,9.535197952848154
208,8.28,-0.242,0.029,-0.113,0.345,-0.121,0.21762907461096795,11.907980517283306,8.000624975587867
209,8.32,-0.207,0.079,-0.123,0.345,-0.125,0.25469478689875885,9.419129471453273,8.755569655939018
210,8.36,-0.186,0.021,-0.126,0.36,-0.119,0.25594703853797873,8.702298546935792,6.676076692189779
211,8.4,-0.169,0.048,-0.116,0.35,-0.122,0.26268265456122347,8.827797007181303,8.149233092751713
212,8.44,-0.189,0.072,-0.121,0.359,-0.123,0.274960620710722,9.013878188659973,6.334824385884677
213,8.48,-0.208,0.016,-0.108,0.361,-0.132,0.2736256270142665,8.814193099768191,7.021395872616816
214,8.52,-0.183,0.028,-0.106,0.363,-0.132,0.27847770712658415,9.0448880590088,7.324616030892019
215,8.56,-0.195,0.015,-0.106,0.355,-0.132,0.2781436541786337,8.637129152675698,6.800735254367722
216,8.6,-0.191,-0.002,-0.116,0.353,-0.135,0.28976415435077,10.423531071570684,6.390618123468199
217,8.64,-0.195,0.061,-0.11,0.347,-0.141,0.277784018324294,8.499999999999979,7.022819946431682
218,8.68,-0.187,0.018,-0.107,0.359,-0.14,0.27928336783363095,9.5524865872714,6.706713054842847
219,8.72,-0.165,0.098,-0.105,0.341,-0.152,0.26227916285392433,12.92478239662077,6.31506136153882
220,8.76,-0.17,0.042,-0.1,0.348,-0.153,0.2754227926533578,9.29139386744534,6.670832032063167
221,8.8,-0.225,0.063,-0.104,0.338,-0.153,0.2703370955234766,9.95037687728469,9.94635611668921
222,8.84,-0.179,0.049,-0.107,0.36,-0.141,0.29366097218343346,8.809086218218052,6.18465843842649
223,8.88,-0.167,0.038,-0.109,0.352,-0.146,0.30049136973716273,8.902246907382406,6.390618123468179
224,8.92,-0.236,0.099,-0.089,0.349,-0.147,0.1744354982701533,9.305912099305514,8.633075929238595
225,8.96,-0.175,0.166,-0.082,0.329,-0.138,0.06413652161443631,12.425779653607231,6.324555320336759
226,9.0,-0.194,0.173,-0.085,0.326,-0.132,0.09982952898345321,14.108862463005323,7.316419889536197
227,9.04,-0.191,0.098,-0.091,0.325,-0.135,0.11522401664659965,9.108238029388565,10.412012293500243
228,9.08,-0.28,0.041,-0.109,0.329,-0.129,0.2422125673300018,11.401754250991356,8.697700845625777
229,9.12,-0.241,0.009,-0.114,0.337,-0.122,0.276838819542371,10.899999999999977,6.923149572268348
230,9.16,-0.173,-0.044,-0.119,0.323,-0.117,0.26181321030778126,10.804165863221533,8.570880934886452
231,9.2,-0.207,0.008,-0.125,0.326,-0.107,0.25772349285763163,11.303981599418922,8.052328855678914
232,9.24,-0.212,-0.042,-0.132,0.321,-0.103,0.2724991842276565,12.619429464123984,7.595393340703295
233,9.28,-0.284,-0.008,-0.128,0.327,-0.102,0.2798770768201141,12.000416659433121,7.907591289387634
234,9.32,-0.238,-0.023,-0.135,0.336,-0.098,0.30442355804810595,11.154371340420784,8.796590248499745
235,9.36,-0.247,0.039,-0.136,0.331,-0.094,0.2515800862285317,8.747571091451631,10.41729331448431
236,9.4,-0.252,0.004,-0.147,0.317,-0.099,0.26616267045871533,10.867382389517767,9.108238029388557
237,9.44,-0.291,0.012,-0.133,0.331,-0.098,0.2451365818098185,10.2961157724649,9.968951800465316
238,9.48,-0.232,-0.03,-0.139,0.322,-0.103,0.260185099294472,10.688779163215974,10.653168542738824
239,9.52,-0.267,-0.033,-0.14,0.323,-0.099,0.2443943821099999,11.395174417269843,9.512623192369135
240,9.56,-0.267,0.016,-0.136,0.318,-0.098,0.24072238178346617,12.134249049694013,11.544695751729387
241,9.6,-0.274,0.093,-0.128,0.293,-0.105,0.21708497234496898,11.652038448271634,11.936917525056455
242,9.64,-0.252,0.072,-0.134,0.329,-0.096,0.25865541076348536,8.80227243386611,8.523496934944093
243,9.68,-0.198,0.037,-0.147,0.321,-0.09,0.24766288498686995,8.836288813749878,9.079647570252932
244,9.72,-0.225,0.04,-0.142,0.322,-0.091,0.24159759249401386,8.709190547921132,9.291393867445228
245,9.76,-0.211,0.007,-0.135,0.328,-0.09,0.23921032714707757,8.1498466243237,6.449806198638812
246,9.8,-0.222,-0.018,-0.144,0.312,-0.098,0.2542365843356732,8.76926450735755,7.355270219373269
247,9.84,-0.206,0.005,-0.132,0.324,-0.093,0.2499143276809251,8.683317338436984,6.90507060065278
248,9.88,-0.215,-0.0,-0.142,0.32,-0.091,0.25722548161004277,8.372574275573863,6.511528238439858
249,9.92,-0.225,0.002,-0.125,0.323,-0.098,0.2580185083193991,8.401190391843246,6.511528238439858
250,9.96,-0.224,-0.004,-0.135,0.313,-0.101,0.26584234303654475,8.683317338436984,7.184010022264702
251,10.0,-0.213,-0.008,-0.138,0.311,-0.098,0.26696307325111057,8.238931969618438,7.178439941937206
252,10.04,-0.259,0.024,-0.14,0.317,-0.098,0.2741244138798965,8.31504660239503,9.865596788841449
253,10.08,-0.227,-0.001,-0.137,0.307,-0.095,0.27714651694653186,8.305419917138513,6.580273550544807
254,10.12,-0.245,0.018,-0.128,0.32,-0.095,0.2632643979990641,8.30963296421696,6.58027355054479
255,10.16,-0.267,0.031,-0.141,0.318,-0.1,0.2777576285412253,8.300602387778808,10.307764064044152
256,10.2,-0.275,0.029,-0.134,0.32,-0.099,0.26214133391249184,8.405355435673117,11.378049041905228
257,10.24,-0.223,-0.007,-0.126,0.321,-0.092,0.24785370597690548,8.400595217006924,7.3348483283569506
258,10.28,-0.224,0.048,-0.131,0.294,-0.098,0.25940619787695274,8.50235261559999,6.527633568147032
259,10.32,-0.214,0.075,-0.13,0.292,-0.089,0.2606859092909583,8.505292469985967,8.023091673413658
260,10.36,-0.231,0.027,-0.122,0.292,-0.097,0.25752767523146236,8.620904824900833,9.871676655968857
261,10.4,-0.215,0.046,-0.113,0.297,-0.101,0.25811176832998006,8.528774824088158,8.417244204607515
262,10.44,-0.246,0.065,-0.125,0.294,-0.103,0.2615859753107217,9.304837451562449,8.805679985100529
263,10.48,-0.233,0.038,-0.125,0.303,-0.094,0.243765072470874,8.459314393022618,8.657944328765367
264,10.52,-0.25,0.002,-0.131,0.285,-0.097,0.23462944319055634,12.71416532848305,10.673331251301052
265,10.56,-0.255,0.065,-0.123,0.294,-0.099,0.24523377692902282,11.244554237496523,9.73293378175351
266,10.6,-0.273,0.065,-0.121,0.29,-0.105,0.22952400953335247,12.416923934694891,9.12414379544733
267,10.64,-0.25,0.029,-0.126,0.29,-0.104,0.23473749127901872,13.776792079435639,9.390420650854846
268,10.68,-0.254,0.019,-0.123,0.286,-0.108,0.23460216680149437,13.103434664239733,8.84590300647702
269,10.72,-0.266,0.059,-0.121,0.282,-0.105,0.21716936942738838,12.955693729013491,10.259142264341643
270,10.76,-0.235,0.002,-0.138,0.306,-0.105,0.2451734470759776,10.572133181151258,9.404786015641138
271,10.8,-0.262,0.029,-0.133,0.301,-0.104,0.235049678073035,12.847178678604843,11.21115515903696
272,10.84,-0.25,-0.02,-0.136,0.302,-0.101,0.2389015509409655,12.24948978529303,10.606601717798213
273,10.88,-0.275,0.024,-0.139,0.287,-0.108,0.22873296963592082,12.89961239727775,9.277930803794492
274,10.92,-0.276,0.019,-0.139,0.294,-0.111,0.23134864984353476,13.49518432626985,9.662815324738457
275,10.96,-0.281,-0.002,-0.136,0.306,-0.109,0.24519489354570934,12.643575443678893,10.204410811017015
276,11.0,-0.278,0.049,-0.138,0.31,-0.11,0.26609627492822674,13.138112497615474,8.845903006477116
277,11.04,-0.282,0.018,-0.141,0.313,-0.11,0.26536042637917906,12.298373876248863,9.144397191723378
278,11.08,-0.284,0.032,-0.142,0.305,-0.109,0.250793447184691,12.727922061357878,8.547514258543243
279,11.12,-0.267,0.005,-0.153,0.297,-0.106,0.25961606574046464,12.218428704215613,10.438869670610982
280,11.16,-0.26,0.054,-0.157,0.302,-0.107,0.2722719635966825,13.793114224133763,8.287339742040308
281,11.2,-0.28,0.021,-0.146,0.294,-0.108,0.23790855703239555,13.124023773218335,10.647065323364954
282,11.24,-0.271,0.016,-0.139,0.294,-0.109,0.24378693347573333,12.035364556173588,10.29563014098705
283,11.28,-0.224,0.064,-0.141,0.299,-0.113,0.24922798693815068,14.043147795277216,8.558621384311845
284,11.32,-0.23,0.096,-0.14,0.289,-0.117,0.26249781321130833,14.102836594104044,8.829496021857558
285,11.36,-0.305,0.061,-0.148,0.318,-0.103,0.2684008545317733,12.264175471673495,8.73613186713661
286,11.4,-0.258,0.049,-0.146,0.311,-0.099,0.2631407137370464,12.544720004846633,9.29139386744534
287,11.44,-0.281,0.086,-0.133,0.309,-0.104,0.25770500776652855,12.050726119201256,8.472307831990118
288,11.48,-0.264,0.081,-0.152,0.306,-0.1,0.2500638751197345,12.33207200757433,8.514693182963262
289,11.52,-0.313,0.045,-0.151,0.311,-0.089,0.25265622556622197,13.064838307457158,9.542536350467833
290,11.56,-0.273,0.051,-0.148,0.301,-0.089,0.24709530262138557,13.661991070118605,8.967719888578124
291,11.6,-0.288,-0.007,-0.156,0.312,-0.091,0.23819228834514833,10.929318368498537,10.538026380684359
292,11.64,-0.25,-0.022,-0.186,0.298,-0.088,0.24419324894231684,12.264175471673495,13.296616110875663
293,11.68,-0.22,-0.061,-0.214,0.313,-0.083,0.26548420750166035,11.655899793666721,8.3600239234107
294,11.72,-0.251,-0.026,-0.219,0.313,-0.077,0.2429668527531642,11.25388821696755,9.364827814754475
295,11.76,-0.296,-0.001,-0.204,0.304,-0.084,0.2423350400212818,11.82285921425106,10.890821823902936
296,11.8,-0.291,-0.044,-0.212,0.309,-0.08,0.2498593346780245,11.783462988442679,9.575489543621254
297,11.84,-0.209,-0.036,-0.228,0.313,-0.077,0.24496642179496908,13.024976007655424,10.024470060806205
298,11.88,-0.206,-0.072,-0.243,0.312,-0.07,0.2536475111013393,11.795761950802545,9.86154146165796
299,11.92,-0.227,-0.07,-0.25,0.319,-0.059,0.26407266697841614,9.63327566303386,12.544720004846633
300,11.96,-0.248,-0.047,-0.245,0.301,-0.053,0.24610254390505548,13.904315876734055,10.538026380684359
