frame,timestamp,gaze_angle_x,gaze_angle_y,pose_Rx,pose_Ry,pose_Rz,EAR,Pupil_Scale (Left),Pupil_Scale (Right)
25,0.96,-0.192,-0.1,-0.356,0.274,0.081,0.032813772892840425,9.732933781753625,7.907591289387634
26,1.0,-0.235,-0.153,-0.344,0.261,0.071,0.10571845136129215,12.303657992645995,7.595393340703295
27,1.04,-0.23,-0.101,-0.352,0.279,0.072,0.18119854621605758,10.040418317978592,8.920201791439567
28,1.08,-0.219,-0.099,-0.362,0.283,0.073,0.22891518499391067,9.984988733093385,11.82285921425094
29,1.12,-0.221,-0.14,-0.367,0.276,0.07,0.25635873325943426,13.254433220624756,10.7228727494082
30,1.16,-0.214,-0.158,-0.352,0.268,0.068,0.24742842297849307,13.373481222179912,11.452947218947598
31,1.2,-0.208,-0.154,-0.349,0.28,0.071,0.26861646867486955,13.930183056945152,9.343446901438528
32,1.24,-0.186,-0.146,-0.349,0.281,0.07,0.3119653640060838,14.418391033676333,9.308598175880144
33,1.28,-0.157,-0.181,-0.358,0.287,0.069,0.29694466908976175,15.24532715293435,9.000555538409836
34,1.32,-0.233,-0.196,-0.366,0.278,0.068,0.28095619012621387,14.63283977907237,11.054863183232982
35,1.36,-0.235,-0.234,-0.376,0.285,0.075,0.2947489855477789,14.187670703818863,9.732933781753625
36,1.4,-0.176,-0.181,-0.365,0.278,0.077,0.26751329559306514,13.520355024924434,9.900505037623171
37,1.44,-0.177,-0.199,-0.36,0.284,0.078,0.27428115251126517,14.582523787054125,9.50210502993942
38,1.48,-0.223,-0.208,-0.362,0.282,0.08,0.2854777647194725,14.32654878189434,9.12688336728373
39,1.52,-0.219,-0.221,-0.361,0.273,0.073,0.2712325196721287,14.822280526288836,9.219544457292935
40,1.56,-0.246,-0.233,-0.365,0.287,0.076,0.3019538579710079,13.891724155050051,7.800000000000068
41,1.6,-0.181,-0.193,-0.368,0.28,0.078,0.26679776326812127,13.682470537150833,9.932270636667104
42,1.64,-0.243,-0.157,-0.353,0.288,0.075,0.2868424723311851,11.624973118248487,10.19656805008421
43,1.68,-0.175,-0.173,-0.356,0.288,0.08,0.2818930925881418,14.467895493125434,9.64209520799294
44,1.72,-0.151,-0.161,-0.362,0.288,0.082,0.2860275267144634,13.748090776540577,8.905054744357251
45,1.76,-0.181,-0.14,-0.353,0.284,0.077,0.28973990690491225,14.024621207005868,9.10219753685891
46,1.8,-0.176,-0.253,-0.372,0.291,0.08,0.30834052991085537,13.421251804507724,9.602083107326267
47,1.84,-0.239,-0.159,-0.363,0.299,0.083,0.2689258885478371,11.23610252712216,6.503076195155643
48,1.88,-0.231,-0.143,-0.362,0.307,0.083,0.27416812175732985,13.038404810405298,8.238931969618326
49,1.92,-0.214,-0.184,-0.36,0.308,0.082,0.2626955245354574,13.038404810405298,8.547514258543238
50,1.96,-0.201,-0.119,-0.355,0.299,0.08,0.26275511194369267,12.614277624977206,9.208691546577002
51,2.0,-0.207,-0.131,-0.355,0.303,0.081,0.261789406414256,13.363382805263113,8.547514258543238
52,2.04,-0.194,-0.126,-0.36,0.309,0.082,0.27868345248134446,12.965338406690334,8.637129152675698
53,2.08,-0.17,-0.104,-0.361,0.306,0.082,0.26660811688308983,12.180722474467503,8.720665112249227
54,2.12,-0.246,-0.119,-0.356,0.305,0.076,0.27722498300449594,12.788275880665116,9.963934965664878
55,2.16,-0.182,-0.144,-0.355,0.306,0.079,0.2739483767904528,12.692123541787646,9.100549433962788
56,2.2,-0.25,-0.155,-0.352,0.301,0.075,0.2827163300500804,11.907980517283427,8.69770084562583
57,2.24,-0.284,-0.124,-0.357,0.299,0.079,0.2599059046511642,11.300442469213387,10.56834897228512
58,2.28,-0.244,-0.071,-0.35,0.305,0.086,0.029099971111793535,10.60188662455888,8.354639429682218
59,2.32,-0.231,-0.066,-0.355,0.3,0.088,0.04455484493798306,10.407689465006126,7.727871634544681
60,2.36,-0.248,-0.14,-0.351,0.305,0.082,0.13843100945419498,7.8057670987545675,7.184705978674337
61,2.4,-0.237,-0.096,-0.363,0.302,0.084,0.17954604823635636,8.521150157109076,9.972462083156886
62,2.44,-0.21,-0.13,-0.361,0.299,0.08,0.1989351208192927,9.712878049270396,9.413288479590943
63,2.48,-0.235,-0.106,-0.368,0.307,0.085,0.22674062875116485,10.50047617967871,9.166242414424701
64,2.52,-0.212,-0.181,-0.366,0.296,0.084,0.2092117434506229,13.200378782444016,8.537564055396594
65,2.56,-0.263,-0.171,-0.358,0.312,0.086,0.2482350675209683,12.514391715141409,7.256721022610717
66,2.6,-0.252,-0.15,-0.359,0.307,0.082,0.2495826232481408,10.404326023342383,7.316419889536185
67,2.64,-0.251,-0.136,-0.365,0.305,0.085,0.24244262224039223,13.10152662860327,10.701868995647374
68,2.68,-0.262,-0.141,-0.363,0.307,0.082,0.2654778175789363,11.200446419674462,7.990619500389166
69,2.72,-0.246,-0.124,-0.376,0.295,0.077,0.24094368182179038,12.303657992645995,9.850888284819757
70,2.76,-0.253,-0.132,-0.367,0.309,0.082,0.2531152068945669,10.6230880632704,7.595393340703305
71,2.8,-0.209,-0.127,-0.376,0.301,0.091,0.26073770882777414,10.90045870594442,8.994442728707522
72,2.84,-0.261,-0.171,-0.393,0.303,0.1,0.2405910530701017,9.841239759298688,9.004998611882181
73,2.88,-0.211,-0.197,-0.411,0.303,0.105,0.29824490093470946,11.923925528113568,9.884331034521194
74,2.92,-0.2,-0.206,-0.418,0.299,0.112,0.2772610945453391,13.336041391657357,9.824968193332808
75,2.96,-0.154,-0.261,-0.429,0.288,0.117,0.27294516988896556,13.398880550254981,8.602325267042534
76,3.0,-0.166,-0.282,-0.417,0.284,0.115,0.268833061358941,13.298120167903434,9.426027795418475
77,3.04,-0.21,-0.224,-0.407,0.276,0.11,0.2744949825109656,11.801694793545611,11.399999999999977
78,3.08,-0.196,-0.199,-0.403,0.276,0.117,0.2764967482634201,13.416407864998677,9.113725912051581
79,3.12,-0.242,-0.186,-0.401,0.277,0.116,0.2768269870068587,12.986916493147994,10.304368005850678
80,3.16,-0.227,-0.186,-0.403,0.277,0.12,0.2878078890826707,13.209844813622928,10.112368664165704
81,3.2,-0.148,-0.189,-0.405,0.274,0.125,0.28737600623748,12.502799686470206,9.400000000000091
82,3.24,-0.172,-0.25,-0.416,0.271,0.122,0.2768555381508347,12.615070352558481,9.11975876873947
83,3.28,-0.159,-0.192,-0.408,0.275,0.122,0.29261696396407866,12.525573839150042,9.602083107326266
84,3.32,-0.141,-0.187,-0.407,0.28,0.128,0.28286304226264825,11.403946685248904,9.404786015641276
85,3.36,-0.162,-0.178,-0.409,0.279,0.121,0.28427138957211,12.28006514640693,8.800568163476788
86,3.4,-0.204,-0.165,-0.414,0.287,0.124,0.29020513304487755,11.652038448271528,8.302409288875081
87,3.44,-0.182,-0.167,-0.394,0.274,0.121,0.27603422561777846,13.224220203853278,9.604686356149296
88,3.48,-0.202,-0.191,-0.407,0.287,0.118,0.2949591620729361,12.149485585818033,8.305419917138515
89,3.52,-0.183,-0.149,-0.401,0.285,0.12,0.2841239721525769,11.180339887498949,8.421401308570898
90,3.56,-0.232,-0.138,-0.41,0.278,0.111,0.2358041545262733,9.602083107326266,9.093404203047395
91,3.6,-0.165,-0.195,-0.417,0.282,0.119,0.07271102687247154,9.200543462209222,8.417244204607538
92,3.64,-0.22,-0.16,-0.404,0.285,0.114,0.07629345314293785,10.000499987500625,7.003570517957226
93,3.68,-0.283,-0.185,-0.397,0.289,0.112,0.15120874615754976,8.967719888578117,7.641989269817031
94,3.72,-0.22,-0.153,-0.394,0.287,0.108,0.221358273159809,9.500526301210897,8.736704184073123
95,3.76,-0.264,-0.159,-0.408,0.292,0.113,0.26147887759870797,10.307764064044221,9.64209520799294
96,3.8,-0.28,-0.197,-0.408,0.279,0.109,0.24467899417626177,11.307077429645512,9.818350166906814
97,3.84,-0.231,-0.236,-0.412,0.285,0.115,0.2732774497803042,12.688971589533983,9.924716620639693
98,3.88,-0.249,-0.227,-0.422,0.28,0.116,0.2571466614416381,12.169634341261057,11.315917991926193
99,3.92,-0.234,-0.258,-0.417,0.276,0.111,0.2667345458717363,13.746272221951688,11.64302366226233
100,3.96,-0.212,-0.259,-0.41,0.281,0.115,0.2718834922194184,13.495184326269843,8.102468759581884
101,4.0,-0.195,-0.219,-0.414,0.291,0.119,0.2688683424911094,12.615070352558481,8.100000000000023
102,4.04,-0.27,-0.274,-0.416,0.283,0.116,0.2671961457924836,13.761540611428691,11.3635381813941
103,4.08,-0.209,-0.245,-0.415,0.287,0.116,0.2560746354191954,13.223085872820969,9.885848471426275
104,4.12,-0.23,-0.274,-0.416,0.283,0.114,0.2613809959109552,13.17459676802294,10.592922165295093
105,4.16,-0.23,-0.261,-0.404,0.291,0.112,0.3003109689849517,13.398880550254981,7.810249675906608
106,4.2,-0.241,-0.211,-0.401,0.287,0.119,0.27939049552011236,11.715374513859912,7.402702209328791
107,4.24,-0.174,-0.189,-0.407,0.293,0.114,0.28862053364134344,12.149897118905898,8.914033879226599
108,4.28,-0.164,-0.147,-0.412,0.293,0.116,0.2704114481479713,10.96585609973063,9.027181176868003
109,4.32,-0.213,-0.245,-0.408,0.283,0.113,0.2968704902648307,12.677539193392402,8.215229759416394
110,4.36,-0.22,-0.247,-0.391,0.29,0.107,0.2974919621227684,12.773801313626278,6.438167441127924
111,4.4,-0.203,-0.229,-0.398,0.286,0.109,0.2700530841295646,11.386395390991781,8.448076704197215
112,4.44,-0.213,-0.212,-0.388,0.291,0.11,0.28417028607297756,11.47562634456172,7.0178344238090995
113,4.48,-0.193,-0.153,-0.385,0.288,0.109,0.2675314322696702,10.501904589168575,8.050465825031496
114,4.52,-0.245,-0.257,-0.393,0.281,0.105,0.279425313729844,14.676852523616818,9.5524865872714
115,4.56,-0.2,-0.246,-0.396,0.287,0.106,0.26476525339268475,12.362847568420518,7.905694150420924
116,4.6,-0.268,-0.167,-0.402,0.287,0.112,0.26279903649745007,10.937092849564708,11.045361017187261
117,4.64,-0.239,-0.139,-0.394,0.288,0.105,0.2670558785652598,11.970797801316312,10.309704166463796
118,4.68,-0.152,-0.147,-0.395,0.287,0.106,0.2575569944950081,14.500344823486095,9.019977827023746
119,4.72,-0.208,-0.162,-0.385,0.287,0.103,0.257723068394213,14.603081866510143,8.845903006477025
120,4.76,-0.202,-0.16,-0.389,0.292,0.106,0.2523388400782901,14.50137924474772,8.20975030070945
121,4.8,-0.203,-0.154,-0.391,0.294,0.103,0.27214177904511333,14.21267040355194,8.215229759416394
122,4.84,-0.24,-0.176,-0.395,0.301,0.108,0.25493017339344504,12.703542812932193,7.324616030891947
123,4.88,-0.237,-0.213,-0.39,0.293,0.102,0.25068004096073526,13.619471355379401,7.011419257183244
124,4.92,-0.198,-0.159,-0.39,0.296,0.105,0.2493777133194872,13.106105447462285,8.215229759416394
125,4.96,-0.223,-0.186,-0.386,0.298,0.102,0.2513572158623558,13.237824594698262,7.206247289678521
126,5.0,-0.176,-0.182,-0.395,0.295,0.106,0.242834674931993,13.601470508735465,8.709190547921246
127,5.04,-0.211,-0.173,-0.397,0.299,0.102,0.24634562844032368,13.203408650799277,8.238931969618438
128,5.08,-0.213,-0.168,-0.396,0.296,0.103,0.24639658219095922,13.000384609695207,9.243916918709347
129,5.12,-0.253,-0.214,-0.407,0.298,0.102,0.248377898883977,12.609916732476774,10.647065323364954
130,5.16,-0.196,-0.142,-0.384,0.294,0.103,0.2510666222296589,11.335784048754592,7.84091831356502
131,5.2,-0.238,-0.145,-0.388,0.293,0.101,0.2673095887714204,13.309395177843312,10.916501271011676
132,5.24,-0.196,-0.124,-0.382,0.291,0.101,0.2612348294312068,12.703542812932078,8.13941029804987
133,5.28,-0.216,-0.143,-0.385,0.296,0.099,0.2757934202308086,13.11868895888612,8.130190649671166
134,5.32,-0.197,-0.143,-0.388,0.297,0.1,0.2701021212923722,12.739309243440095,8.814193099768191
135,5.36,-0.15,-0.151,-0.394,0.285,0.098,0.2435216422415094,13.430189872075504,8.709190547921132
136,5.4,-0.199,-0.168,-0.397,0.283,0.097,0.2220563381431499,10.80185169311269,10.14001972384672
137,5.44,-0.217,-0.119,-0.399,0.292,0.101,0.04415154259013276,9.602083107326152,8.551023330572752
138,5.48,-0.208,-0.107,-0.395,0.288,0.107,0.042734721427994754,12.406449935416633,7.990619500389166
139,5.52,-0.246,-0.208,-0.392,0.291,0.106,0.13702400700291956,11.104053313993072,7.553806987208507
140,5.56,-0.272,-0.125,-0.4,0.29,0.113,0.21244708235896825,9.202173656261804,8.72983390449099
141,5.6,-0.269,-0.184,-0.395,0.29,0.109,0.2543369133592829,10.358571330062912,10.408650248711472
142,5.64,-0.256,-0.207,-0.399,0.284,0.107,0.2730822067308098,11.652038448271634,11.374532957444845
143,5.68,-0.219,-0.244,-0.411,0.282,0.109,0.26481168430454355,12.688971589533983,12.532358118087751
144,5.72,-0.226,-0.194,-0.403,0.281,0.108,0.2604704487785311,11.175866856758832,12.709838708654008
145,5.76,-0.238,-0.232,-0.409,0.279,0.102,0.27439882378881547,12.643575443678893,12.007081243999394
146,5.8,-0.223,-0.207,-0.409,0.282,0.107,0.26617690926216414,11.655899793666721,11.709824934643574
147,5.84,-0.169,-0.248,-0.404,0.287,0.107,0.27696973290922644,12.856515857727484,9.56347217280418
148,5.88,-0.162,-0.172,-0.391,0.296,0.112,0.2871617902979159,11.77115117564964,9.004998611882181
149,5.92,-0.187,-0.136,-0.39,0.288,0.108,0.26814875379095127,10.66770828247569,9.402127418834503
150,5.96,-0.164,-0.202,-0.394,0.281,0.111,0.29110543136006367,12.59364919314503,9.226592003551518
151,6.0,-0.169,-0.158,-0.391,0.28,0.107,0.2828918726456149,13.184839779079606,8.305419917138515
152,6.04,-0.207,-0.269,-0.385,0.281,0.103,0.28250584379339816,13.375350462698183,8.115417426109415
153,6.08,-0.179,-0.24,-0.387,0.283,0.107,0.28642301294491895,13.140015220691314,9.277930803794613
154,6.12,-0.191,-0.235,-0.378,0.278,0.102,0.2812729098594106,13.473306943731314,8.827797007181303
155,6.16,-0.191,-0.228,-0.38,0.274,0.099,0.2877887760371842,14.697278659670305,9.75141015443412
156,6.2,-0.223,-0.238,-0.391,0.279,0.1,0.29248815241138115,13.4647688431699,10.369667304209862
157,6.24,-0.214,-0.222,-0.394,0.275,0.103,0.28114939964114355,13.152946437965905,11.600000000000023
158,6.28,-0.222,-0.242,-0.402,0.28,0.102,0.2871868162449552,12.248265183281996,10.004498987955367
159,6.32,-0.187,-0.215,-0.383,0.278,0.103,0.28915816294822294,12.362847568420518,11.399999999999977
160,6.36,-0.236,-0.209,-0.386,0.279,0.105,0.27236449984459066,13.421251804507605,11.00409014866745
161,6.4,-0.225,-0.208,-0.379,0.272,0.101,0.2778281735364829,13.705838172107562,12.0
162,6.44,-0.268,-0.186,-0.379,0.28,0.1,0.28651321323471635,13.408206442324856,11.552488909321664
163,6.48,-0.242,-0.211,-0.38,0.28,0.1,0.2825634511103913,12.872451204024754,12.01499063670047
164,6.52,-0.249,-0.223,-0.386,0.282,0.099,0.2961224924105773,12.889142717807038,10.911461863563447
165,6.56,-0.246,-0.231,-0.386,0.283,0.1,0.29157335310450333,13.168523075880609,10.61178590059176
166,6.6,-0.209,-0.217,-0.388,0.284,0.101,0.29634012920767494,12.280879447336034,12.614277624977204
167,6.64,-0.219,-0.216,-0.384,0.281,0.1,0.29809322955279877,12.983836104942217,10.911461863563447
168,6.68,-0.21,-0.23,-0.384,0.279,0.1,0.2906859737337987,12.747548783981962,12.206555615733635
169,6.72,-0.168,-0.229,-0.383,0.282,0.107,0.2951009591779034,12.790621564255614,10.282509421342567
170,6.76,-0.253,-0.212,-0.371,0.275,0.1,0.28909342194273974,13.102671483327429,10.901834707974594
171,6.8,-0.228,-0.271,-0.378,0.28,0.101,0.30712522942247766,12.74244874425636,8.521150157109076
172,6.84,-0.221,-0.228,-0.387,0.284,0.1,0.28956021843082236,12.75774274705367,9.78672570372752
173,6.88,-0.206,-0.217,-0.391,0.284,0.099,0.29135569400504324,10.720074626605822,10.767079455451276
174,6.92,-0.185,-0.201,-0.387,0.291,0.104,0.2958176722974802,10.19656805008433,7.810249675906608
175,6.96,-0.233,-0.224,-0.384,0.279,0.099,0.296086832536661,12.149485585818022,9.602603813549736
176,7.0,-0.198,-0.203,-0.382,0.285,0.099,0.29450235123244545,12.218428704215613,9.6876209669867
177,7.04,-0.195,-0.216,-0.391,0.279,0.099,0.28621154918706676,12.632101962856288,11.299999999999955
178,7.08,-0.179,-0.234,-0.396,0.279,0.099,0.2979318453965666,11.871394189394898,10.816653826392038
179,7.12,-0.197,-0.212,-0.385,0.281,0.098,0.28694129074190167,12.529964086141646,10.0
180,7.16,-0.201,-0.212,-0.389,0.282,0.099,0.2964613248816501,13.594484175576508,10.2004901842999
181,7.2,-0.2,-0.207,-0.388,0.273,0.096,0.28593743926831816,13.1685230758806,9.31933474020551
182,7.24,-0.267,-0.179,-0.376,0.272,0.098,0.22976901118034287,12.986916493147994,11.43547113152764
183,7.28,-0.216,-0.122,-0.397,0.278,0.104,0.07173190070774808,9.602083107326266,9.534149149242493
184,7.32,-0.224,-0.117,-0.384,0.285,0.108,0.05669660263311493,10.04987562112089,8.713208364316804
185,7.36,-0.22,-0.152,-0.379,0.281,0.108,0.1813042564538306,8.238931969618438,7.8230428862431305
186,7.4,-0.305,-0.128,-0.393,0.29,0.112,0.17126093318772476,8.80227243386611,8.895504482602503
187,7.44,-0.233,-0.113,-0.384,0.283,0.108,0.18519010358941052,9.00222194794152,10.084145972763386
188,7.48,-0.206,-0.138,-0.385,0.275,0.107,0.19698131097420882,10.601886624558768,10.592922165295093
189,7.52,-0.253,-0.117,-0.389,0.284,0.109,0.2205821153863273,10.223991392797673,11.065260954898442
190,7.56,-0.258,-0.116,-0.388,0.279,0.108,0.21506197864450197,10.530432089900206,10.348429832588085
191,7.6,-0.246,-0.133,-0.387,0.278,0.107,0.05137173063078299,9.113725912051581,9.095603333479383
192,7.64,-0.22,-0.115,-0.385,0.276,0.109,0.03346162110110532,8.956003573022937,7.942921376924303
193,7.68,-0.196,-0.165,-0.377,0.275,0.108,0.11653722607363187,10.401922899156766,6.888396039717871
194,7.72,-0.231,-0.128,-0.397,0.275,0.109,0.20196479486524985,10.101980003939843,9.29139386744534
195,7.76,-0.173,-0.177,-0.387,0.277,0.108,0.2307867131360698,12.007081243999288,11.275194011634614
196,7.8,-0.141,-0.183,-0.382,0.276,0.108,0.2606692291267145,11.624973118248496,9.408506789071238
197,7.84,-0.167,-0.198,-0.382,0.277,0.111,0.26557418118046816,13.51480669488094,8.90056178002263
198,7.88,-0.164,-0.186,-0.385,0.28,0.111,0.28902780820384716,11.399122773266326,9.0448880590088
199,7.92,-0.179,-0.178,-0.388,0.279,0.109,0.293195422116582,11.751595636338113,8.605230967266385
200,7.96,-0.158,-0.193,-0.384,0.271,0.113,0.27581902934195207,12.416923934694898,9.824968193332808
201,8.0,-0.183,-0.211,-0.383,0.277,0.115,0.2783384654199957,11.723907198540854,9.588534820294496
202,8.04,-0.175,-0.203,-0.383,0.279,0.111,0.2876748216203801,12.98768647604333,9.326306878931184
203,8.08,-0.192,-0.213,-0.389,0.282,0.115,0.2889864585208049,12.628935030318274,9.662815324738464
204,8.12,-0.189,-0.209,-0.384,0.284,0.114,0.28988268688118746,12.560254774486042,9.027181176868003
205,8.16,-0.179,-0.193,-0.388,0.284,0.117,0.2909714849802124,12.205326705991961,8.620904824900947
206,8.2,-0.185,-0.21,-0.385,0.279,0.116,0.28671044632830434,12.33207200757433,9.364827814754483
207,8.24,-0.186,-0.223,-0.392,0.28,0.118,0.2971166946392527,13.336416310238691,9.108786966440723
208,8.28,-0.168,-0.206,-0.388,0.28,0.114,0.3000828342895057,13.184839779079615,9.219544457292935
209,8.32,-0.181,-0.211,-0.392,0.278,0.117,0.29438958354753286,13.382077566656013,9.108786966440723
210,8.36,-0.187,-0.218,-0.393,0.283,0.118,0.304602469760776,12.677539193392297,9.008884503644165
211,8.4,-0.187,-0.185,-0.387,0.284,0.118,0.3091133870116207,12.502799686470206,8.60058137569783
212,8.44,-0.162,-0.181,-0.388,0.278,0.115,0.2830011314919042,12.539936203984453,8.920201791439561
213,8.48,-0.176,-0.166,-0.385,0.285,0.119,0.3046947553727745,11.894956914592067,7.900632886041563
214,8.52,-0.177,-0.179,-0.39,0.277,0.114,0.2918962625737298,11.600431026474856,9.100549433962788
215,8.56,-0.178,-0.153,-0.385,0.285,0.119,0.2950712123706156,12.803515142335003,8.100000000000023
216,8.6,-0.173,-0.19,-0.387,0.281,0.116,0.29318495209899287,12.403628501370049,9.300537618869205
217,8.64,-0.208,-0.174,-0.387,0.286,0.122,0.3009584992149627,12.548306658669127,8.200609733428408
218,8.68,-0.189,-0.176,-0.381,0.276,0.118,0.30550544525833473,12.332882874656637,9.599999999999909
219,8.72,-0.198,-0.213,-0.391,0.281,0.116,0.3052120235161036,12.965338406690448,9.200000000000045
220,8.76,-0.231,-0.175,-0.383,0.284,0.113,0.31334945234432665,10.983624174196851,8.699999999999932
221,8.8,-0.272,-0.222,-0.402,0.286,0.117,0.28883402252461776,10.965856099730727,9.732933781753625
222,8.84,-0.231,-0.201,-0.386,0.286,0.114,0.29249559624614396,10.25914226434162,9.608329719571472
223,8.88,-0.252,-0.254,-0.399,0.282,0.117,0.3069584199707823,10.834205093129857,9.618731725128862
224,8.92,-0.206,-0.217,-0.389,0.286,0.117,0.3224235044596767,11.655899793666721,9.202173656261806
225,8.96,-0.163,-0.221,-0.388,0.279,0.118,0.2876558947757707,12.688971589533871,10.667708282475578
226,9.0,-0.143,-0.181,-0.386,0.285,0.12,0.29738329528290114,13.548431643551934,8.509406559801922
227,9.04,-0.173,-0.217,-0.39,0.279,0.116,0.2867376484923555,12.601983970788094,11.701709276853464
228,9.08,-0.195,-0.19,-0.385,0.274,0.114,0.27945263179146174,13.296616110875771,11.603878661895793
229,9.12,-0.269,-0.129,-0.382,0.276,0.111,0.23169804094758195,11.601724009818563,8.229823813423886
230,9.16,-0.197,-0.162,-0.396,0.274,0.113,0.03533090765236682,10.85587398600414,8.683317338436984
231,9.2,-0.249,-0.142,-0.387,0.276,0.11,0.06827064167500355,10.70420478129966,9.24175308044961
232,9.24,-0.286,-0.121,-0.393,0.285,0.116,0.16921183079604385,9.00499861188218,7.900632886041449
233,9.28,-0.248,-0.105,-0.393,0.28,0.11,0.21432460151334787,8.02246844805263,7.18470597867444
234,9.32,-0.232,-0.14,-0.391,0.278,0.108,0.2512847989332051,10.024470060806205,8.22192191643772
235,9.36,-0.253,-0.121,-0.39,0.283,0.112,0.25613340214753366,8.814193099768191,8.300602387778921
236,9.4,-0.241,-0.169,-0.39,0.283,0.112,0.2809317012812494,11.827087553577966,10.438869670610874
237,9.44,-0.277,-0.18,-0.387,0.283,0.112,0.26825311739065183,8.945389874119499,11.871394189395005
238,9.48,-0.244,-0.204,-0.389,0.281,0.112,0.26853880994530444,11.535163631262451,12.304470732217666
239,9.52,-0.298,-0.199,-0.393,0.279,0.117,0.2695150533752003,13.21362932732719,11.696580696938765
240,9.56,-0.278,-0.167,-0.401,0.288,0.117,0.23739582186676192,10.124228365658315,10.339245620450223
241,9.6,-0.268,-0.117,-0.391,0.287,0.113,0.25001658031347396,10.004498987955369,9.700515450222266
242,9.64,-0.271,-0.122,-0.393,0.282,0.114,0.2423989798378261,10.701868995647487,9.299999999999955
243,9.68,-0.283,-0.146,-0.393,0.283,0.112,0.25435228877653937,10.000499987500625,11.363538181393986
244,9.72,-0.269,-0.135,-0.394,0.283,0.112,0.24919082133272125,10.900458705944533,9.900505037623057
245,9.76,-0.257,-0.139,-0.395,0.276,0.113,0.2505514387280901,9.50841732361385,10.60188662455888
246,9.8,-0.293,-0.174,-0.397,0.282,0.113,0.26775757091222385,11.036756769993618,11.410959644131578
247,9.84,-0.28,-0.178,-0.402,0.268,0.115,0.25321461127551903,11.95073219514183,11.621101496846178
248,9.88,-0.208,-0.126,-0.392,0.273,0.108,0.0565534146395141,9.319334740205507,8.766413177577267
249,9.92,-0.236,-0.119,-0.393,0.269,0.114,0.028080762752677672,8.338465086573143,7.792945527847649
250,9.96,-0.236,-0.187,-0.406,0.275,0.115,0.11748458470098852,9.800510190801248,9.108238029388557
251,10.0,-0.21,-0.167,-0.402,0.285,0.115,0.19248499708457395,11.401754250991356,8.799999999999955
252,10.04,-0.221,-0.16,-0.403,0.278,0.109,0.24130243949351554,10.907336980216664,9.850888284819868
253,10.08,-0.219,-0.228,-0.399,0.271,0.11,0.24891567652901403,12.226201372462269,11.300000000000045
254,10.12,-0.156,-0.184,-0.401,0.271,0.111,0.273128842045721,13.437261625792637,7.905694150420926
255,10.16,-0.207,-0.234,-0.404,0.265,0.113,0.26830535209746,12.240914998479417,10.239628899525538
256,10.2,-0.217,-0.224,-0.402,0.272,0.112,0.2640699060753076,12.6321019628564,9.202173656261804
